id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;id_reservatorio;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
NE;Nordeste;FIO;JEQUITINHONHA;NORDESTE;JEUITP;ITAPEBI;68.0;154.0;2025-01-01;109.82;26.24;82.0;215.81;186.0;14.0;0.0;200.0;0.0;497.41;;107.974;-0.909;1.51;107.281
NE;Nordeste;RCU;PARAGUACU;NORDESTE;PGUCV;PEDRA DO CAVALO;109.0;189.0;2025-01-01;113.17;3.4;82.45;4.07;12.0;0.0;;12.0;13.0;2.44;;2.44;-1.673;5.7068;2.39
NE;Nordeste;RCU;PARNAIBA;NORDESTE;PIBESP;BOA ESPERANÇA;110.0;190.0;2025-01-01;300.58;258.63;38.91;441.185;256.0;0.0;;256.0;;418.24;;443.274;7.136;0.7352;449.056
NE;Nordeste;RCU;SAO FRANCISCO;NORDESTE;SFSOBR;SOBRADINHO;180.0;169.0;2025-01-01;388.15;361.69;48.67;1600.0;953.0;0.0;;953.0;;2307.0;;1616.0;201.599;47.3068;1616.0
NE;Nordeste;RCU;SAO FRANCISCO;NORDESTE;SFLGON;LUIZ GONZAGA;181.0;172.0;2025-01-01;301.19;251.32;40.26;780.0;711.0;0.0;;711.0;;2067.61;;0.0;47.337;108.0419;
NE;Nordeste;FIO;SAO FRANCISCO;NORDESTE;SFMOXO;APOLONIO SALES;182.0;173.0;2025-01-01;251.36;230.26;67.46;655.69;0.0;0.0;;0.0;783.0;2067.61;;0.0;;110.651;
NE;Nordeste;FIO;SAO FRANCISCO;NORDESTE;SFP123;P. AFONSO 1,2,3;183.0;174.0;2025-01-01;230.21;139.75;96.94;0.0;0.0;0.0;;0.0;;2067.61;;0.0;0.34;110.7165;
NE;Nordeste;FIO;SAO FRANCISCO;NORDESTE;SFPAF4;P. AFONSO 4;184.0;175.0;2025-01-01;251.13;137.71;55.98;597.81;783.0;0.0;;783.0;;2067.61;;;;110.7165;
NE;Nordeste;FIO;SAO FRANCISCO;NORDESTE;SFXING;XINGO;185.0;178.0;2025-01-01;137.59;14.53;51.22;783.0;852.0;0.0;;852.0;;1962.78;;0.0;4.082;111.0848;
N;Norte;FIO;ARAGUARI;MANAUS-AMAPA;AAUCCA;CACHOEIRA CALDEIRAO;1.0;204.0;2025-01-01;58.3;41.86;100.0;274.0;274.0;0.0;;274.0;;304.96;;274.976;0.867;;274.867
N;Norte;FIO;ARAGUARI;MANAUS-AMAPA;AMUHCN;COARACY NUNES;2.0;280.0;2025-01-01;41.85;21.47;93.36;276.0;276.0;0.0;;276.0;;306.25;;0.834;;0.0;0.583
N;Norte;FIO;ARAGUARI;MANAUS-AMAPA;AAFGO;FERREIRA GOMES;3.0;284.0;2025-01-01;20.68;2.21;37.03;273.639;266.0;0.0;;266.0;;309.08;;2.224;0.347;0.01;-6.671
N;Norte;RCU;AMAZONAS;MANAUS-AMAPA;AMUHBB;BALBINA;10.0;277.0;2025-01-01;46.04;24.59;0.61;428.444;284.0;0.0;;284.0;;373.43;;350.324;19.683;0.04;448.167
N;Norte;RCU;AMAZONAS;BELO MONTE;CRCURU;CURUA-UNA;16.0;272.0;2025-01-01;27.58;10.91;23.76;167.697;174.0;0.0;;174.0;;166.25;;165.7;0.7;0.06;168.457
N;Norte;FIO;AMAZONAS;MANAUS-AMAPA;AMSAJ;STO ANTONIO DO JARI;17.0;286.0;2025-01-01;29.17;2.07;7.27;282.25;231.0;0.0;45.0;276.0;;339.49;;284.588;0.381;0.901;283.532
N;Norte;FIO;AMAZONAS;BELO MONTE;AMUSBM;BELO MONTE;18.0;288.0;2025-01-01;95.34;3.0;32.56;2958.883;2868.0;0.0;0.0;2868.0;0.0;0.0;4037.761;0.0;0.0;;2958.883
N;Norte;FIO;AMAZONAS;BELO MONTE;AMUSPM;PIMENTAL;19.0;314.0;2025-01-01;95.9;82.77;-205.43;4965.094;919.0;0.0;8.0;927.0;2958.883;4867.01;986.387;5024.148;0.0;6.689;4971.783
N;Norte;FIO;TOCANTINS;NORTE;TOUHET;ESTREITO;218.0;267.0;2025-01-01;155.42;131.41;87.09;2438.323;2262.0;0.0;;2262.0;;4055.69;;1473.602;4.646;10.0065;1160.608
N;Norte;RCU;TOCANTINS;NORTE;TOTUCU;TUCURUI;219.0;275.0;2025-01-01;62.47;5.41;31.74;6710.958;4962.0;0.0;;4962.0;;8770.04;;5134.755;7.451;28.2465;4889.441
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;SUDESTE;AMSAPI;SALTO APIACAS;;225.0;2025-01-01;247.61;221.76;104.5;188.933;187.0;0.0;;187.0;;188.94;;188.945;0.012;;188.945
SE;Sudeste/Centro-Oeste;RES;SANTA MARIA VIT;SUDESTE;ODRBON;RIO BONITO;;;2025-01-01;647.0;490.86;59.49;14.98;19.0;0.0;0.0;19.0;;7.51;;7.51;-0.01;;14.97
SE;Sudeste/Centro-Oeste;CED;TIETE;;TICPBA;CANAL P. BARRETO;;0.0;2025-01-01;;;;-723.0;;;;;;;;;;;
SE;Sudeste/Centro-Oeste;FIC;PARANA;PARANA;PNTIRM;ILHA + T. IRMÃOS;;44.0;2025-01-01;71.89;;71.89;4899.727;3301.0;0.0;0.0;3301.0;;11183.35;;482.71700000000004;;;261.5
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;TELES PIRES;AMSAPI;SALTO APIACAS;;225.0;2025-01-01;247.61;221.76;104.5;188.933;187.0;0.0;;187.0;;188.94;;188.945;0.012;;188.945
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;MADEIRA;AMUGUA;GUAPORE;4.0;196.0;2025-01-01;479.23;304.15;106.34;33.442;28.0;0.0;3.0;31.0;0.0;33.57;;31.768;0.035;0.04;33.517
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;MADEIRA;AMUHJI;JIRAU;5.0;285.0;2025-01-01;88.3;72.97;69.42;19115.0;11126.0;7847.0;142.0;19115.0;0.0;18457.16;;18876.656;-8.071;63.1194;19170.048
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;MADEIRA;AMUSSN;SANTO ANTONIO;6.0;287.0;2025-01-01;71.28;53.02;98.4;19286.0;9683.0;8996.0;607.0;19286.0;0.0;19551.29;;287.462;-9.68;63.1194;-5.93
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS;MADEIRA;AMSU;SAMUEL;7.0;279.0;2025-01-01;81.69;53.27;12.45;594.856;179.0;0.0;;179.0;;456.85;;599.289;4.038;0.3945;599.289
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS;MADEIRA;AMUHRD;RONDON II;8.0;276.0;2025-01-01;264.89;204.9;29.36;73.366;93.0;0.0;24.0;117.0;;79.48;;74.608;0.968;0.2745;74.608
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;MADEIRA;AMDA;DARDANELOS;9.0;310.0;2025-01-01;213.49;114.47;-4.58;267.897;215.0;53.0;0.0;268.0;0.0;268.1;;268.096;0.004;0.1945;268.096
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;SUDESTE;AMJRN;JURUENA;11.0;309.0;2025-01-01;450.16;416.8;-1575.23;112.918;0.0;113.0;0.0;113.0;;116.27;;116.156;0.001;2.32;115.239
SE;Sudeste/Centro-Oeste;RCU;AMAZONAS;TELES PIRES;AMSNPE;SINOP;12.0;227.0;2025-01-01;296.47;272.12;35.48;1423.834;508.0;0.0;0.0;508.0;0.0;1256.7;;1224.946;0.0;3.6971;1427.531
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;TELES PIRES;AMCLR;COLIDER;13.0;228.0;2025-01-01;271.77;249.33;61.67;540.701;641.0;143.0;9.0;784.0;;1288.52;;113.793;0.0;3.6971;13.576
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;TELES PIRES;AMUHTP;TELES PIRES;14.0;229.0;2025-01-01;220.4;162.35;91.64;2597.657;1058.0;1591.0;;2649.0;;1804.29;;622.412;2.539;3.7516;1806.751
SE;Sudeste/Centro-Oeste;FIO;AMAZONAS;TELES PIRES;AMUSMA;SAO MANOEL;15.0;230.0;2025-01-01;161.35;137.38;93.61;1283.02;1333.0;0.0;;1333.0;;1783.92;;5.653;0.0;3.7516;-1335.813
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;DCUHEC;CANDONGA;23.0;139.0;2025-01-01;327.5;280.46;100.0;327.0;266.0;61.0;2.0;327.0;;366.27;;327.701;-0.039;0.74;327.701
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;PCGAMO;GUILM. AMORIM;24.0;192.0;2025-01-01;494.79;377.99;92.31;127.866;127.0;7.0;2.0;134.0;;125.09;;128.434;-0.012;0.58;128.434
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;DCSCAR;SA CARVALHO;25.0;193.0;2025-01-01;372.76;257.74;85.71;137.884;45.0;93.0;;138.0;;135.11;;9.203;-0.002;0.58;-1.451
SE;Sudeste/Centro-Oeste;RES;DOCE;SUDESTE;DCSACM;SANTONIO CM;26.0;193.0;2025-01-01;361.08;;;313.0;;248.0;;315.0;67.0;;;;;;
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;SASGCM;SALTO GRANDE CM;27.0;134.0;2025-01-01;354.35;;78.94;124.75;80.0;1.0;;81.0;;409.22;;372.835;-0.085;0.17;372.835
SE;Sudeste/Centro-Oeste;RCU;DOCE;SUDESTE;DCPORT;PORTO ESTRELA;28.0;135.0;2025-01-01;256.46;206.48;86.2;343.171;161.0;189.0;;350.0;;412.01;;7.888;-0.046;0.19;12.645
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;DCUBAG;BAGUARI;29.0;141.0;2025-01-01;184.73;166.86;44.17;1401.847;383.0;1031.0;0.0;1414.0;;1326.78;;189.981;-0.044;3.47;221.263
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;DCAIMO;AIMORES;30.0;143.0;2025-01-01;89.71;63.6;29.0;1728.083;942.0;818.0;16.0;1776.0;;1469.62;;299.104;-0.151;4.5774;165.54
SE;Sudeste/Centro-Oeste;FIO;DOCE;SUDESTE;DCMASC;MASCARENHAS;31.0;144.0;2025-01-01;61.03;42.59;123.51;2021.0;831.0;1190.0;;2021.0;;1716.21;;151.196;-0.05;5.1697;259.375
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;GRCAMA;CAMARGOS;32.0;1.0;2025-01-01;909.73;885.63;67.96;321.259;137.0;0.0;;137.0;;298.79;;321.607;0.14;0.2074;321.607
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRITUT;ITUTINGA;33.0;2.0;2025-01-01;885.41;857.37;86.25;138.314;142.0;0.0;0.0;142.0;;298.79;;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRFUNI;FUNIL-MG;34.0;4.0;2025-01-01;807.94;768.67;69.9;502.208;403.0;119.0;;522.0;;601.95;;378.241;0.175;0.8574;378.241
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;GRFURN;FURNAS;35.0;6.0;2025-01-01;759.38;670.26;40.17;2498.486;153.0;0.0;0.0;153.0;;2000.12;;2154.513;9.108;3.9852;2154.513
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;GRMMOR;M. MORAES;36.0;7.0;2025-01-01;664.03;621.5;80.17;435.301;275.0;0.0;1.0;275.0;;2260.34;;197.889;2.168;4.5852;284.819
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRLCBA;L. C. BARRETO;37.0;8.0;2025-01-01;621.62;557.32;77.78;308.333;225.0;0.0;0.0;225.0;;2288.96;;45.667;0.344;4.6452;32.487
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRJAGU;JAGUARA;38.0;9.0;2025-01-01;557.42;511.69;64.0;249.667;208.0;0.0;;208.0;;2284.6;;18.122;0.278;4.6852;19.777
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRIGAR;IGARAPAVA;39.0;10.0;2025-01-01;511.97;494.53;42.03;320.833;325.0;0.0;0.0;325.0;;2287.57;;54.365;0.457;4.7952;84.233
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRVGRA;VOLTA GRANDE;40.0;11.0;2025-01-01;494.38;467.13;63.81;408.852;432.0;0.0;;432.0;;2343.97;;121.053;1.859;4.9752;69.953
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;GRPCOL;P. COLOMBIA;41.0;12.0;2025-01-01;466.87;443.48;79.96;596.056;628.0;0.0;0.0;628.0;;2550.17;;287.772;1.389;6.5274;148.247
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;PDCACO;CACONDE;42.0;14.0;2025-01-01;849.17;750.56;67.74;137.671;32.0;0.0;0.0;32.0;0.0;128.59;;138.326;0.245;0.41;138.326
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;PDECUN;E. DA CUNHA;43.0;15.0;2025-01-01;664.65;577.85;91.9;97.662;95.0;0.0;0.0;95.0;0.0;217.67;;71.443;0.011;0.68;71.443
SE;Sudeste/Centro-Oeste;FIO;GRANDE;PARANA;PDLIMO;LIMOEIRO;44.0;16.0;2025-01-01;572.56;546.98;91.93;92.454;95.0;0.0;0.0;95.0;0.0;223.64;;-2.1;;;3.386085
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;GRMARI;MARIMBONDO;45.0;17.0;2025-01-01;443.02;380.43;74.48;1653.407;621.0;0.0;373.0;621.0;;3681.8;;915.517;3.911;15.3823;927.672
SE;Sudeste/Centro-Oeste;RCU;GRANDE;PARANA;GRAGVL;A. VERMELHA;46.0;18.0;2025-01-01;379.85;326.85;59.68;1371.792;1177.0;0.0;0.0;1177.0;0.0;4121.48;;559.192;4.614;18.5326;689.056
SE;Sudeste/Centro-Oeste;FIO;ITABAPOANA;SUDESTE;ITRSL;ROSAL;66.0;217.0;2025-01-01;555.53;361.18;110.43;72.727;32.0;40.0;2.0;74.0;;93.26;;72.845;-0.002;0.12;72.845
SE;Sudeste/Centro-Oeste;RCU;JEQUITINHONHA;SUDESTE;JEIRAP;IRAPE;67.0;148.0;2025-01-01;494.74;330.01;51.66;377.157;51.0;0.0;;51.0;;379.9;;376.546;-0.741;0.13;376.546
SE;Sudeste/Centro-Oeste;FIO;MUCURI;SUDESTE;MUSCLA;STA.CLARA-MG;81.0;283.0;2025-01-01;85.17;32.99;81.97;41.264;26.0;0.0;0.0;26.0;0.0;40.91;;41.828;-0.049;0.6129;41.828
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL;SUDESTE;PBPARA;PARAIBUNA;82.0;121.0;2025-01-01;709.5;624.87;71.57;91.338;19.0;0.0;0.0;19.0;;146.77;;100.367;-2.571;0.14;88.907
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL;SUDESTE;PBSTAB;SANTA BRANCA;83.0;122.0;2025-01-01;615.4;575.95;49.69;30.023;35.0;0.0;0.0;35.0;0.0;172.28;;29.325;-0.173;0.16;9.62
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL;SUDESTE;PBJAGU;JAGUARI;84.0;120.0;2025-01-01;617.53;556.12;64.93;12.0;5.0;0.0;0.0;5.0;7.0;20.05;;24.842;-0.582;0.1;11.518
SE;Sudeste/Centro-Oeste;RCU;PARAIBA DO SUL;SUDESTE;PBFUNI;FUNIL;85.0;123.0;2025-01-01;455.62;396.1;40.9;357.699;357.0;86.0;0.0;443.0;;685.39;;303.914;-0.39;6.5694;323.619
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL;SUDESTE;PBSTAC;SANTA CECILIA;86.0;125.0;2025-01-01;352.86;350.71;91.95;598.81;0.0;458.0;;458.0;140.0;818.51;;144.456;-0.004;7.2194;144.456
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBPCDA;PICADA;87.0;126.0;2025-01-01;659.27;526.92;114.55;61.0;47.0;13.0;1.0;61.0;;61.05;;61.048;-0.012;0.06;61.048
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PUSOBR;SOBRAGI;88.0;127.0;2025-01-01;437.75;356.28;133.33;151.973;70.0;80.0;2.0;152.0;;136.91;;91.758;-0.001;0.8455;91.758
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;PBANTA;ANTA;89.0;128.0;2025-01-01;251.29;236.58;79.0;929.514;162.0;658.0;0.0;820.0;119.116;1271.22;1221.967;500.674;;9.0577;500.674
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBUSSI;SIMPLICIO;90.0;129.0;2025-01-01;249.9;138.58;69.27;119.116;119.0;0.0;10.0;119.0;;0.0;340.0;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBILHP;ILHA POMBOS;91.0;130.0;2025-01-01;139.6;108.5;81.33;1044.167;622.0;428.0;0.0;1050.0;0.0;1390.63;1263.385;108.904;0.019;9.2042;220.083
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RPSANT;SANTANA;92.0;181.0;2025-01-01;362.74;;54.63;9.49;;0.0;0.0;0.0;140.0;10.65;164.172;3.39;;;9.46
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL;SUDESTE;PBVIG;VIGARIO;93.0;182.0;2025-01-01;398.31;397.93;75.39;144.865;;129.0;0.0;129.0;;0.0;164.172;0.0;;0.0;144.865
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLNPEC;NILO PEÇANHA;94.0;131.0;2025-01-01;397.81;86.72;;102.0;102.0;0.0;0.0;102.0;0.0;3.42;144.0;0.0;0.0;0.03;-26.97
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RPTOCO;TOCOS;95.0;180.0;2025-01-01;442.65;;16.13;9.884;;0.0;;0.0;10.0;7.27;;8.953;;0.03;9.914
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RLLAJE;LAJES;96.0;124.0;2025-01-01;412.44;;83.25;-0.759;0.0;7.0;0.0;7.0;-11.0;3.42;21.545;3.639;-0.306;0.03;-1.065
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLFONT;FONTES;97.0;132.0;2025-01-01;412.43;89.78;;10.24;34.0;;0.0;34.0;;3.42;37.172;0.0;0.0;0.03;-91.76
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLPPAS;PEREIRA PASSOS;98.0;133.0;2025-01-01;86.23;47.81;92.75;127.495;129.0;0.0;0.0;129.0;0.0;3.42;181.172;;-0.014;0.03;-8.549
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBBBRA;BARRA BRAUNA;99.0;185.0;2025-01-01;151.51;126.7;74.35;226.15;113.0;109.0;;222.0;;240.78;;225.213;-0.006;1.6642;227.808
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUSBL;BATALHA;111.0;20.0;2025-01-01;796.3;755.2;66.92;552.356;49.0;0.0;0.0;49.0;;418.2;;517.161;0.354;0.12;552.83
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUHSF;S.DO FACÃO;112.0;21.0;2025-01-01;741.78;674.85;30.14;336.343;75.0;0.0;0.0;75.0;;652.47;;323.752;0.993;0.2;288.083
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PREMBO;EMBORCAÇÃO;113.0;24.0;2025-01-01;638.94;519.55;38.66;793.731;106.0;0.0;;106.0;;1348.28;;753.804;1.172;1.0739;719.86
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRNPON;NOVA PONTE;114.0;25.0;2025-01-01;798.63;695.66;44.31;766.088;75.0;0.0;;75.0;;696.83;;769.943;3.12;0.7345;769.943
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;ARMIRA;MIRANDA;115.0;26.0;2025-01-01;695.57;623.74;85.18;141.574;130.0;0.0;;130.0;;741.05;;31.143;0.383;0.79;67.013
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNCPB1;C.BRANCO-1;116.0;27.0;2025-01-01;623.45;565.11;21.07;146.333;131.0;0.0;7.0;138.0;;734.67;;3.893;0.196;0.8;12.164
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNCPB2;C.BRANCO-2;117.0;28.0;2025-01-01;564.88;518.25;59.99;144.0;144.0;0.0;;144.0;;720.71;;9.343;0.326;0.82;4.263
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUCB4;CORUMBA-4;118.0;29.0;2025-01-01;841.67;770.81;82.06;214.273;0.0;13.0;;13.0;;215.33;;224.815;2.512;0.63;217.415
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUCB3;CORUMBA-3;119.0;203.0;2025-01-01;770.99;729.21;72.46;97.412;0.0;26.0;0.0;26.0;0.0;278.36;;63.906;0.7;0.7445;84.309
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;COCORU;CORUMBA;120.0;30.0;2025-01-01;593.94;517.09;93.76;603.745;221.0;403.0;0.0;624.0;;852.89;;575.154;0.306;1.4445;554.751
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRITUM;ITUMBIARA;121.0;31.0;2025-01-01;511.89;434.43;56.44;1439.097;420.0;0.0;0.0;420.0;;3504.79;;734.199;3.882;5.23;564.288
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PRCDOU;C. DOURADA;122.0;32.0;2025-01-01;431.41;396.33;95.35;426.0;426.0;0.0;;426.0;;3545.08;;117.592;0.63;5.55;19.117
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRSSIM;SÃO SIMÃO;123.0;33.0;2025-01-01;397.52;326.35;63.69;1611.704;1158.0;0.0;;1158.0;;4637.8;;1146.837;4.728;12.8739;1239.423
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNCACU;CACU;124.0;311.0;2025-01-01;476.74;449.38;86.44;309.0;257.0;52.0;;309.0;;236.93;;238.133;0.13;0.37;309.5
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNUHBC;B.COQUEIROS;125.0;312.0;2025-01-01;447.88;410.93;93.69;272.69;261.0;0.0;;261.0;;248.27;;9.801;0.202;0.4;-31.828
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNUFRC;FOZ DO RIO CLARO;126.0;315.0;2025-01-01;353.9;327.3;94.72;265.778;263.0;0.0;;263.0;;266.66;;17.218;-0.056;0.4455;4.1
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNST;SALTO;127.0;262.0;2025-01-01;446.48;395.23;97.46;155.718;135.0;0.0;0.0;135.0;0.0;161.25;;162.201;0.643;0.2555;156.617
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNSV;S.R.VERDINHO;128.0;241.0;2025-01-01;370.34;326.39;83.3;143.792;174.0;0.0;;174.0;0.0;175.0;;14.406;0.33;0.2955;-31.338
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUHES;ESPORA;129.0;290.0;2025-01-01;579.71;530.65;35.12;67.0;67.0;0.0;;67.0;;71.2;;67.734;0.161;0.07;67.231
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA;PARANAPANEMA;PPJURU;JURUMIRIM;133.0;47.0;2025-01-01;564.06;532.24;48.42;321.426;233.0;0.0;0.0;233.0;0.0;280.72;;327.67;5.184;1.06;327.67
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPPJU;PIRAJU;134.0;48.0;2025-01-01;531.46;505.8;79.83;246.361;243.0;10.0;1.0;254.0;0.0;283.46;;10.1;0.201;1.11;17.654
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;SUDESTE;PPPRNP;PARANAPANEMA;135.0;53.0;2025-01-01;505.12;488.78;602.5;125.21;119.0;0.0;2.0;121.0;;283.46;;0.0;;;-129.9
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPPRNP;PARANAPANEMA;135.0;53.0;2025-01-01;505.12;488.78;602.5;125.21;119.0;0.0;2.0;121.0;;283.46;;0.0;;;-129.9
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA;PARANAPANEMA;PPCHAV;CHAVANTES;136.0;49.0;2025-01-01;470.73;398.16;59.16;248.884;124.0;0.0;0.0;124.0;0.0;364.87;;230.38;3.925;1.9329;254.741
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPORI;OURINHOS;137.0;249.0;2025-01-01;397.96;385.6;91.8;120.493;119.0;0.0;2.0;121.0;0.0;367.28;;2.423;0.06;1.9684;-10.994
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPSGCS;SALTO GRANDE CS;138.0;50.0;2025-01-01;383.84;365.99;69.69;202.644;231.0;0.0;0.0;231.0;0.0;444.5;;61.34;0.161;3.5052;75.759
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPCNO2;CANOAS II;139.0;51.0;2025-01-01;365.84;351.11;83.56;252.236;263.0;0.0;0.0;263.0;0.0;449.24;;2.523;0.292;3.7413;16.847
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPCNO1;CANOAS I;140.0;52.0;2025-01-01;350.92;333.92;91.62;276.861;297.0;0.0;0.0;297.0;0.0;460.75;;5.226;0.304;4.06;12.817
SE;Sudeste/Centro-Oeste;RCU;PARANAPANEMA;PARANAPANEMA;PPCAPI;CAPIVARA;142.0;61.0;2025-01-01;331.95;283.75;80.28;777.5;290.0;0.0;0.0;290.0;0.0;925.02;;172.457;3.01;10.7923;162.747
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPTAQU;TAQUARUÇU;143.0;62.0;2025-01-01;283.27;257.94;61.65;299.505;398.0;0.0;0.0;398.0;0.0;963.78;;35.024;0.376;11.2174;-26.36
SE;Sudeste/Centro-Oeste;FIO;PARANAPANEMA;PARANAPANEMA;PPROSA;ROSANA;144.0;63.0;2025-01-01;257.55;235.64;76.31;523.083;621.0;0.0;0.0;621.0;0.0;1051.23;;82.507;0.731;13.4123;115.009
SE;Sudeste/Centro-Oeste;RCU;PARANA;PARANA;PNISOL;I. SOLTEIRA;147.0;34.0;2025-01-01;326.48;280.43;67.8;3019.727;2819.0;0.0;0.0;2819.0;-723.0;9104.29;;453.754;9.167;34.8587;138.828
SE;Sudeste/Centro-Oeste;FIO;PARANA;PARANA;PNJUPI;JUPIA;148.0;45.0;2025-01-01;279.24;258.12;72.86;3397.315;4095.0;0.0;0.0;4095.0;0.0;11407.86;11685.474;371.225;2.787;95.351;91.068
SE;Sudeste/Centro-Oeste;FIO;PARANA;PARANA;PNUHSD;SAO DOMINGOS;149.0;153.0;2025-01-01;344.33;310.0;32.41;113.347;103.0;6.0;0.0;109.0;0.0;111.98;;113.82;0.123;0.35;113.82
