id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;nom_ree;id_reservatorio;nom_reservatorio;num_ordemcs;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutilcon;val_vazaoafluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaodefluente;val_vazaotransferida;val_vazaonatural;val_vazaoartificial;val_vazaoincremental;val_vazaoevaporacaoliquida;val_vazaousoconsuntivo;val_vazaoincrementalbruta
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL;SUDESTE;PBSTAC;SANTA CECILIA;86.0;125.0;2023-01-01;352.8599853515625;349.9700012207031;91.94999694824219;404.0;;280.0;0.0;280.0;124.0;548.5900268554688;;156.14999389648438;-0.004000000189989805;7.0447998046875;170.6300048828125
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBPCDA;PICADA;87.0;126.0;2023-01-01;659.2100219726562;;101.81999969482422;129.3800048828125;46.0;84.0;1.0;131.0;;129.42999267578125;;129.42999267578125;-0.012000000104308128;0.05999999865889549;129.42999267578125
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PUSOBR;SOBRAGI;88.0;127.0;2023-01-01;438.1099853515625;356.5799865722656;166.6699981689453;198.0;67.0;129.0;2.0;198.0;;215.85000610351562;;95.27999877929688;-0.0010000000474974513;0.8209999799728394;77.33999633789062
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;PBANTA;ANTA;89.0;128.0;2023-01-01;251.27000427246094;236.44000244140625;77.0;1105.0;207.0;586.0;0.0;793.0;312.0;1323.260009765625;1139.77001953125;590.8900146484375;;8.837699890136719;644.3900146484375
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBUSSI;SIMPLICIO;90.0;129.0;2023-01-01;247.5;139.6999969482422;25.90999984741211;312.0;312.0;0.0;0.0;312.0;0.0;0.0;312.0;0.0;;;0.0
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBILHP;ILHA POMBOS;91.0;130.0;2023-01-01;139.63999938964844;;83.26000213623047;1369.010009765625;331.0;1035.0;0.0;1366.0;0.0;1492.3199462890625;1308.8199462890625;240.17999267578125;0.01899999938905239;8.984199523925781;266.010009765625
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RPSANT;SANTANA;92.0;181.0;2023-01-01;362.5799865722656;;47.0099983215332;-10.1899995803833;;0.0;0.0;0.0;97.0;23.489999771118164;167.47000122070312;7.46999979019165;;;-10.220000267028809
SE;Sudeste/Centro-Oeste;RBB;PARAIBA DO SUL;SUDESTE;PBVIG;VIGARIO;93.0;182.0;2023-01-01;398.1199951171875;362.0400085449219;68.62000274658203;126.62699890136719;;0.0;0.0;124.0;;0.0;167.47000122070312;;;0.0;126.62699890136719
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLNPEC;NILO PEÇANHA;94.0;131.0;2023-01-01;398.07000732421875;86.79000091552734;;100.0;115.0;0.0;0.0;115.0;0.0;7.539999961853027;144.0;0.0;0.0;0.029999999329447746;-23.969999313354492
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RPTOCO;TOCOS;95.0;180.0;2023-01-01;443.8500061035156;;26.8799991607666;12.329999923706055;;0.0;;0.0;18.0;16.030000686645508;;16.030000686645508;;0.029999999329447746;12.359999656677246
SE;Sudeste/Centro-Oeste;RES;PARAIBA DO SUL;SUDESTE;RLLAJE;LAJES;96.0;124.0;2023-01-01;413.1700134277344;;87.83999633789062;20.639999389648438;;0.0;0.0;24.0;-18.0;7.539999961853027;23.56999969482422;7.539999961853027;-0.3059999942779541;0.029999999329447746;2.369999885559082
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLFONT;FONTES;97.0;132.0;2023-01-01;398.07000732421875;89.02999877929688;;20.639999389648438;49.0;;0.0;49.0;;7.539999961853027;40.470001220703125;0.0;0.0;0.029999999329447746;-87.63999938964844
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;RLPPAS;PEREIRA PASSOS;98.0;133.0;2023-01-01;85.94000244140625;48.369998931884766;85.0;20.639999389648438;177.0;0.0;0.0;177.0;0.0;7.539999961853027;184.47000122070312;;-0.014000000432133675;0.029999999329447746;10.756999969482422
SE;Sudeste/Centro-Oeste;FIO;PARAIBA DO SUL;SUDESTE;PBBBRA;BARRA BRAUNA;99.0;185.0;2023-01-01;151.50999450683594;127.1500015258789;74.3499984741211;445.9200134277344;170.0;278.0;;448.0;;411.75;;411.75;;;445.9200134277344
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUSBL;BATALHA;111.0;20.0;2023-01-01;792.4600219726562;754.9299926757812;38.72999954223633;151.47999572753906;29.0;0.0;0.0;29.0;0.0;139.57000732421875;;139.57000732421875;0.2849999964237213;0.11999999731779099;151.8800048828125
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUHSF;S.DO FACÃO;112.0;21.0;2023-01-01;740.3699951171875;674.5399780273438;24.860000610351562;68.30999755859375;83.0;0.0;0.0;83.0;0.0;228.52999877929688;;87.37000274658203;0.9449999928474426;0.1899999976158142;40.33000183105469
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PREMBO;EMBORCAÇÃO;113.0;24.0;2023-01-01;640.72998046875;519.6099853515625;42.630001068115234;574.6799926757812;130.0;0.0;;130.0;;682.3900146484375;;450.07000732421875;1.225000023841858;1.049399971961975;493.760009765625
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRNPON;NOVA PONTE;114.0;25.0;2023-01-01;797.4299926757812;695.7100219726562;41.16999816894531;512.969970703125;136.0;0.0;;136.0;;380.510009765625;;380.510009765625;3.013000011444092;0.7200000286102295;516.7000122070312
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;ARMIRA;MIRANDA;115.0;26.0;2023-01-01;695.5499877929688;623.8400268554688;84.48999786376953;185.69000244140625;174.0;0.0;;174.0;;414.07000732421875;;24.81999969482422;0.382999986410141;0.7799999713897705;50.130001068115234
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNCPB1;C.BRANCO-1;116.0;27.0;2023-01-01;623.4600219726562;565.2899780273438;22.469999313354492;184.72000122070312;189.0;0.0;0.0;189.0;;417.989990234375;;3.0999999046325684;0.19599999487400055;0.784500002861023;2.5799999237060547
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PNCPB2;C.BRANCO-2;117.0;28.0;2023-01-01;564.72998046875;517.8499755859375;10.0;214.0;214.0;0.0;;214.0;;424.67999267578125;;7.449999809265137;0.32499998807907104;0.8044999837875366;22.889999389648438
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUCB4;CORUMBA-4;118.0;29.0;2023-01-01;839.7000122070312;770.739990234375;45.849998474121094;182.57000732421875;0.0;13.0;;13.0;;164.30999755859375;;164.30999755859375;2.3329999446868896;0.6100000143051147;185.52000427246094
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PNUCB3;CORUMBA-3;119.0;203.0;2023-01-01;769.260009765625;729.0999755859375;28.93000030517578;54.70000076293945;0.0;26.0;0.0;26.0;0.0;199.22000122070312;;38.540000915527344;0.6370000243186951;0.7245000004768372;41.459999084472656
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;COCORU;CORUMBA;120.0;30.0;2023-01-01;586.1500244140625;515.5700073242188;54.099998474121094;308.8900146484375;131.0;0.0;0.0;131.0;0.0;542.219970703125;;346.82000732421875;0.22699999809265137;1.409999966621399;273.1400146484375
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRITUM;ITUMBIARA;121.0;31.0;2023-01-01;509.989990234375;433.3399963378906;47.810001373291016;1079.93994140625;287.0;0.0;0.0;287.0;0.0;2223.10009765625;;585.1699829101562;3.5859999656677246;5.10099983215332;580.6099853515625
SE;Sudeste/Centro-Oeste;FIO;PARANAIBA;PARANA;PRCDOU;C. DOURADA;122.0;32.0;2023-01-01;430.2799987792969;395.55999755859375;60.119998931884766;310.29998779296875;250.0;0.0;;250.0;;2311.949951171875;;97.95999908447266;0.6299999952316284;5.410999774932861;24.56999969482422
SE;Sudeste/Centro-Oeste;RCU;PARANAIBA;PARANA;PRSSIM;SÃO SIMÃO;123.0;33.0;2023-01-01;394.1099853515625;325.94000244140625;30.280000686645508;1317.0;992.0;0.0;;992.0;;3508.35009765625;;1214.010009765625;4.0329999923706055;12.50160026550293;1077.7900390625
