id_subsistema;nom_subsistema;id_estado;nom_estado;nom_usina;id_tipousina;nom_tipocombustivel;id_ons;ceg;din_instante;val_potenciainstalada;val_dispoperacional;val_dispsincronizada
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 05:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 06:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 07:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 08:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 09:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 10:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 11:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 12:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 13:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 14:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 15:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 16:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 17:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 18:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 19:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 20:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 21:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 22:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-24 23:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 00:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 01:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 02:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 03:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 04:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 05:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 06:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 07:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 08:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 09:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 10:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 11:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 12:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 13:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 14:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 15:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 16:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 17:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 18:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 19:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 20:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 21:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 22:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-25 23:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 00:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 01:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 02:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 03:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 04:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 05:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 06:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 07:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 08:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 09:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 10:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 11:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 12:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 13:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 14:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 15:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 16:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 17:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 18:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 19:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 20:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 21:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 22:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-26 23:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 00:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 01:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 02:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 03:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 04:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 05:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 06:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 07:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 08:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 09:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 10:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 11:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 12:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 13:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 14:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 15:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 16:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 17:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 18:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 19:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 20:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 21:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 22:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-27 23:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 00:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 01:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 02:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 03:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 04:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 05:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 06:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 07:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 08:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 09:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 10:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 11:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 12:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 13:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 14:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 15:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 16:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 17:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 18:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 19:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 20:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 21:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 22:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Jacuí;UHE;Hidráulica;RSUJAC;UHE.PH.RS.001217-3.01;2025-02-28 23:00:00;180.0;0.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 00:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 01:00:00;74.0;74.0;65.98333321
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 02:00:00;74.0;74.0;27.13333321
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 03:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 04:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 05:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 06:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 07:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 08:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 09:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 10:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 11:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 12:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 13:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 14:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 15:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 16:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 17:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 18:00:00;74.0;74.0;48.71666642
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 19:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 20:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 21:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 22:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-01 23:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 00:00:00;74.0;74.0;30.83333321
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 01:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 02:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 03:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 04:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 05:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 06:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 07:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 08:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 09:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 10:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 11:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 12:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 13:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 14:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 15:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 16:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 17:00:00;74.0;74.0;0.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 18:00:00;74.0;74.0;31.45
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 19:00:00;74.0;74.0;65.36666679
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 20:00:00;74.0;74.0;74.0
S;Sul;RS;Rio Grande do Sul;Monjolinho;UHE;Hidráulica;RSUHMO;UHE.PH.RS.028562-5.01;2025-02-02 21:00:00;74.0;74.0;74.0
