id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;id_reservatorio;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutil;val_vazaoafluente;val_vazaodefluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaotransferida;val_vazaovertidanaoturbinavel
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 01:00:00;50.43;26.24;86.4;0.0;370.0;370.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 02:00:00;50.43;25.92;86.4;0.0;383.0;383.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 03:00:00;50.44;25.6;86.63;0.0;371.0;371.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 04:00:00;50.45;25.57;86.86;116.0;370.0;370.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 05:00:00;50.45;25.29;86.86;105.0;367.0;367.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 06:00:00;50.45;25.2;86.86;96.0;367.0;367.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 07:00:00;50.45;25.12;86.86;96.0;361.0;361.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 08:00:00;50.44;25.08;86.63;0.0;373.0;373.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 09:00:00;50.44;25.03;86.63;0.0;356.0;356.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 10:00:00;50.44;24.97;86.63;96.0;355.0;355.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 11:00:00;50.44;24.95;86.63;95.0;359.0;359.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 12:00:00;50.44;24.94;86.63;95.0;355.0;355.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 13:00:00;50.44;24.93;86.63;94.0;359.0;359.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 14:00:00;50.44;25.03;86.63;94.0;394.0;394.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 15:00:00;50.44;25.55;86.63;93.0;594.0;594.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 16:00:00;50.43;26.24;86.4;0.0;956.0;956.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 17:00:00;50.43;26.52;86.4;0.0;1070.0;1070.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 18:00:00;50.42;26.71;86.17;0.0;1074.0;1074.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 19:00:00;50.42;26.32;86.17;0.0;854.0;854.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 20:00:00;50.42;26.8;86.17;0.0;942.0;942.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-09-01 21:00:00;50.42;27.05;86.17;0.0;1185.0;1185.0;0.0;;;0.0
