id_subsistema;nom_subsistema;tip_reservatorio;nom_bacia;id_reservatorio;nom_reservatorio;cod_usina;din_instante;val_nivelmontante;val_niveljusante;val_volumeutil;val_vazaoafluente;val_vazaodefluente;val_vazaoturbinada;val_vazaovertida;val_vazaooutrasestruturas;val_vazaotransferida;val_vazaovertidanaoturbinavel
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 01:00:00;50.68;26.52;92.18;108.0;911.0;911.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 02:00:00;50.68;26.31;92.18;96.0;801.0;801.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 03:00:00;50.68;26.23;92.18;80.0;723.0;723.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 04:00:00;50.68;26.2;92.18;0.0;720.0;720.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 05:00:00;50.68;26.19;92.18;0.0;716.0;716.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 06:00:00;50.68;26.15;92.18;0.0;716.0;716.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 07:00:00;50.68;26.15;92.18;0.0;707.0;707.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 08:00:00;50.68;25.08;92.18;0.0;680.0;680.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 09:00:00;50.68;26.09;92.18;102.0;709.0;709.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 10:00:00;50.68;26.08;92.18;116.0;704.0;704.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 11:00:00;50.68;26.07;92.18;0.0;713.0;713.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 12:00:00;50.68;26.07;92.18;0.0;702.0;702.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 13:00:00;50.68;26.06;92.18;164.0;704.0;704.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 14:00:00;50.68;26.06;92.18;164.0;700.0;700.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 15:00:00;50.68;26.06;92.18;164.0;700.0;700.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 16:00:00;50.68;26.08;92.18;164.0;718.0;718.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 17:00:00;50.68;26.06;92.18;166.0;718.0;718.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 18:00:00;50.68;26.06;92.18;167.0;713.0;713.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 19:00:00;50.68;26.07;92.18;452.0;709.0;709.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 20:00:00;50.68;26.07;92.18;452.0;704.0;704.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 21:00:00;50.68;26.07;92.18;452.0;713.0;713.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 22:00:00;50.67;26.64;91.95;167.0;932.0;932.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 23:00:00;50.67;26.41;91.95;177.0;1105.0;1105.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-01 23:59:00;50.67;26.63;91.95;186.0;862.0;862.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 01:00:00;50.67;26.23;91.95;469.0;874.0;874.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 02:00:00;50.67;25.7;91.95;467.0;287.0;287.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 03:00:00;50.68;25.35;92.18;730.0;284.0;284.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 04:00:00;50.68;25.12;92.18;712.0;282.0;282.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 05:00:00;50.68;25.03;92.18;694.0;282.0;282.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 06:00:00;50.68;24.86;92.18;676.0;284.0;284.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 07:00:00;50.68;24.8;92.18;658.0;283.0;283.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 08:00:00;50.68;24.95;92.18;640.0;277.0;277.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 09:00:00;50.68;24.7;92.18;623.0;274.0;274.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 10:00:00;50.68;24.64;92.18;605.0;274.0;274.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 11:00:00;50.68;24.63;92.18;587.0;278.0;278.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 12:00:00;50.68;24.63;92.18;569.0;282.0;282.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 13:00:00;50.68;24.59;92.18;552.0;281.0;281.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 14:00:00;50.68;24.63;92.18;534.0;278.0;278.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 15:00:00;50.68;24.57;92.18;516.0;281.0;281.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 16:00:00;50.68;24.57;92.18;499.0;281.0;281.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 17:00:00;50.68;24.88;92.18;481.0;300.0;300.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 18:00:00;50.68;26.31;92.18;463.0;1134.0;1134.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 19:00:00;50.68;26.63;92.18;481.0;1150.0;1150.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 20:00:00;50.67;26.8;91.95;215.0;1172.0;1172.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 21:00:00;50.67;26.95;91.95;234.0;1178.0;1178.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 22:00:00;50.66;27.05;91.72;254.0;1179.0;1179.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 23:00:00;50.66;27.15;91.72;264.0;1185.0;1185.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-02 23:59:00;50.66;26.96;91.72;268.0;1126.0;1126.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 01:00:00;50.66;26.48;91.72;281.0;784.0;784.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 02:00:00;50.66;25.92;91.72;277.0;402.0;402.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 03:00:00;50.67;25.4;91.95;282.0;272.0;272.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 04:00:00;50.67;25.25;91.95;281.0;271.0;271.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 05:00:00;50.67;25.15;91.95;281.0;274.0;274.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 06:00:00;50.67;24.95;91.95;281.0;268.0;268.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 07:00:00;50.67;24.8;91.95;280.0;263.0;263.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 08:00:00;50.66;24.76;91.72;0.0;267.0;267.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 09:00:00;50.66;24.64;91.72;0.0;266.0;266.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 10:00:00;50.66;24.63;91.72;0.0;266.0;266.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 11:00:00;50.66;24.63;91.72;0.0;266.0;266.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 12:00:00;50.66;24.61;91.72;0.0;266.0;266.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 13:00:00;50.66;24.56;91.72;0.0;265.0;265.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 14:00:00;50.67;24.55;91.95;276.0;265.0;265.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 15:00:00;50.67;24.55;91.95;276.0;277.0;277.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 16:00:00;50.67;24.56;91.95;275.0;277.0;277.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 17:00:00;50.67;26.33;91.95;275.0;563.0;563.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 18:00:00;50.66;26.63;91.72;0.0;1105.0;1105.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 19:00:00;50.66;26.63;91.72;0.0;1150.0;1150.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 20:00:00;50.66;26.8;91.72;283.0;1161.0;1161.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 21:00:00;50.66;26.97;91.72;282.0;1173.0;1173.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 22:00:00;50.66;27.04;91.72;566.0;1184.0;1184.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 23:00:00;50.66;27.14;91.72;566.0;1190.0;1190.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-03 23:59:00;50.66;27.19;91.72;567.0;1185.0;1185.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 01:00:00;50.65;27.19;91.48;285.0;1163.0;1163.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 02:00:00;50.65;27.27;91.48;301.0;1174.0;1174.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 03:00:00;50.65;27.26;91.48;49.0;1185.0;1185.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 04:00:00;50.65;27.27;91.48;87.0;1174.0;1174.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 05:00:00;50.65;27.27;91.48;125.0;1191.0;1191.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 06:00:00;50.65;27.27;91.48;163.0;1180.0;1180.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 07:00:00;50.65;27.28;91.48;201.0;1185.0;1185.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 08:00:00;50.64;26.96;91.25;240.0;924.0;924.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 09:00:00;50.64;26.95;91.25;267.0;473.0;473.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 10:00:00;50.64;26.7;91.25;276.0;373.0;373.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 11:00:00;50.65;26.21;91.48;564.0;367.0;367.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 12:00:00;50.65;25.29;91.48;568.0;352.0;352.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 13:00:00;50.65;25.27;91.48;572.0;360.0;360.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 14:00:00;50.65;25.1;91.48;291.0;366.0;366.0;0.0;;;0.0
N;Norte;Reservatório com Usina;AMAZONAS;AMUHBB;BALBINA;277.0;2025-08-04 15:00:00;50.65;25.1;91.48;296.0;358.0;358.0;0.0;;;0.0
