id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2025-01-16 22:00:00;8115.339
NE;NORDESTE;2025-01-16 22:00:00;14350.398
S;SUL;2025-01-16 22:00:00;17391.42199999
SE;SUDESTE;2025-01-16 22:00:00;49883.842
N;NORTE;2025-01-16 23:00:00;8058.14799999
NE;NORDESTE;2025-01-16 23:00:00;14013.834
S;SUL;2025-01-16 23:00:00;16255.813
SE;SUDESTE;2025-01-16 23:00:00;46959.46799999
N;NORTE;2025-01-17 00:00:00;7992.22799999
NE;NORDESTE;2025-01-17 00:00:00;13457.54
S;SUL;2025-01-17 00:00:00;15184.37599999
SE;SUDESTE;2025-01-17 00:00:00;44341.704
N;NORTE;2025-01-17 01:00:00;7871.991
NE;NORDESTE;2025-01-17 01:00:00;13121.354
S;SUL;2025-01-17 01:00:00;14465.13
SE;SUDESTE;2025-01-17 01:00:00;42446.02599999
N;NORTE;2025-01-17 02:00:00;7734.743
NE;NORDESTE;2025-01-17 02:00:00;12746.973
S;SUL;2025-01-17 02:00:00;13855.977
SE;SUDESTE;2025-01-17 02:00:00;41118.833
N;NORTE;2025-01-17 03:00:00;7551.271
NE;NORDESTE;2025-01-17 03:00:00;12544.932
S;SUL;2025-01-17 03:00:00;13524.977
SE;SUDESTE;2025-01-17 03:00:00;40356.185
N;NORTE;2025-01-17 04:00:00;7476.39199999
NE;NORDESTE;2025-01-17 04:00:00;12459.84699999
S;SUL;2025-01-17 04:00:00;13442.144
SE;SUDESTE;2025-01-17 04:00:00;40549.378
N;NORTE;2025-01-17 05:00:00;7611.68
NE;NORDESTE;2025-01-17 05:00:00;12053.93299999
S;SUL;2025-01-17 05:00:00;13851.08099999
SE;SUDESTE;2025-01-17 05:00:00;41406.746
N;NORTE;2025-01-17 06:00:00;7245.077
NE;NORDESTE;2025-01-17 06:00:00;11840.433
S;SUL;2025-01-17 06:00:00;14682.891
SE;SUDESTE;2025-01-17 06:00:00;43193.709
N;NORTE;2025-01-17 07:00:00;6963.894
NE;NORDESTE;2025-01-17 07:00:00;12383.169
S;SUL;2025-01-17 07:00:00;16427.477
SE;SUDESTE;2025-01-17 07:00:00;46462.487
N;NORTE;2025-01-17 08:00:00;7134.726
NE;NORDESTE;2025-01-17 08:00:00;12812.295
S;SUL;2025-01-17 08:00:00;17612.74499999
SE;SUDESTE;2025-01-17 08:00:00;49405.666
N;NORTE;2025-01-17 09:00:00;7268.039
NE;NORDESTE;2025-01-17 09:00:00;13090.04699999
S;SUL;2025-01-17 09:00:00;17879.14
SE;SUDESTE;2025-01-17 09:00:00;51198.678
N;NORTE;2025-01-17 10:00:00;7516.867
NE;NORDESTE;2025-01-17 10:00:00;13232.83599999
S;SUL;2025-01-17 10:00:00;18468.078
SE;SUDESTE;2025-01-17 10:00:00;52344.435
N;NORTE;2025-01-17 11:00:00;7486.019
NE;NORDESTE;2025-01-17 11:00:00;12858.568
S;SUL;2025-01-17 11:00:00;18895.177
SE;SUDESTE;2025-01-17 11:00:00;52449.949
N;NORTE;2025-01-17 12:00:00;7409.0
NE;NORDESTE;2025-01-17 12:00:00;12714.50499999
S;SUL;2025-01-17 12:00:00;18181.558
SE;SUDESTE;2025-01-17 12:00:00;51957.922
N;NORTE;2025-01-17 13:00:00;7420.689
NE;NORDESTE;2025-01-17 13:00:00;12744.305
S;SUL;2025-01-17 13:00:00;19220.132
SE;SUDESTE;2025-01-17 13:00:00;52868.523
N;NORTE;2025-01-17 14:00:00;7981.944
NE;NORDESTE;2025-01-17 14:00:00;13033.175
S;SUL;2025-01-17 14:00:00;19842.16599999
SE;SUDESTE;2025-01-17 14:00:00;53534.771
N;NORTE;2025-01-17 15:00:00;8075.823
NE;NORDESTE;2025-01-17 15:00:00;13078.94299999
S;SUL;2025-01-17 15:00:00;19638.793
SE;SUDESTE;2025-01-17 15:00:00;53931.159
N;NORTE;2025-01-17 16:00:00;7928.762
NE;NORDESTE;2025-01-17 16:00:00;13204.40199999
S;SUL;2025-01-17 16:00:00;19251.034
SE;SUDESTE;2025-01-17 16:00:00;53039.928
N;NORTE;2025-01-17 17:00:00;7771.82199999
NE;NORDESTE;2025-01-17 17:00:00;13155.06899999
S;SUL;2025-01-17 17:00:00;18289.052
SE;SUDESTE;2025-01-17 17:00:00;51721.189
N;NORTE;2025-01-17 18:00:00;7707.55899999
NE;NORDESTE;2025-01-17 18:00:00;14059.31499999
S;SUL;2025-01-17 18:00:00;17182.911
SE;SUDESTE;2025-01-17 18:00:00;51612.17399999
N;NORTE;2025-01-17 19:00:00;7873.655
NE;NORDESTE;2025-01-17 19:00:00;14342.68999999
S;SUL;2025-01-17 19:00:00;17713.284
SE;SUDESTE;2025-01-17 19:00:00;54073.456
N;NORTE;2025-01-17 20:00:00;7974.71799999
NE;NORDESTE;2025-01-17 20:00:00;14124.45199999
S;SUL;2025-01-17 20:00:00;18308.70099999
SE;SUDESTE;2025-01-17 20:00:00;53666.018
N;NORTE;2025-01-17 21:00:00;8073.66799999
NE;NORDESTE;2025-01-17 21:00:00;14339.74899999
S;SUL;2025-01-17 21:00:00;18152.813
SE;SUDESTE;2025-01-17 21:00:00;52624.021
N;NORTE;2025-01-17 22:00:00;8066.054
NE;NORDESTE;2025-01-17 22:00:00;14269.87099999
S;SUL;2025-01-17 22:00:00;17569.783
SE;SUDESTE;2025-01-17 22:00:00;50599.25
N;NORTE;2025-01-17 23:00:00;8129.459
NE;NORDESTE;2025-01-17 23:00:00;13961.61899999
S;SUL;2025-01-17 23:00:00;16606.56799999
SE;SUDESTE;2025-01-17 23:00:00;48401.898
N;NORTE;2025-01-18 00:00:00;8034.64599999
NE;NORDESTE;2025-01-18 00:00:00;13538.59599999
S;SUL;2025-01-18 00:00:00;15625.61899999
SE;SUDESTE;2025-01-18 00:00:00;45865.46699999
N;NORTE;2025-01-18 01:00:00;7904.86
NE;NORDESTE;2025-01-18 01:00:00;13180.708
S;SUL;2025-01-18 01:00:00;14777.11
SE;SUDESTE;2025-01-18 01:00:00;43492.86099999
N;NORTE;2025-01-18 02:00:00;7811.828
NE;NORDESTE;2025-01-18 02:00:00;12866.764
S;SUL;2025-01-18 02:00:00;14079.262
SE;SUDESTE;2025-01-18 02:00:00;42192.65199999
N;NORTE;2025-01-18 03:00:00;7665.384
NE;NORDESTE;2025-01-18 03:00:00;12723.427
S;SUL;2025-01-18 03:00:00;13730.132
SE;SUDESTE;2025-01-18 03:00:00;41100.45599999
N;NORTE;2025-01-18 04:00:00;7529.393
NE;NORDESTE;2025-01-18 04:00:00;12501.166
S;SUL;2025-01-18 04:00:00;13488.86599999
SE;SUDESTE;2025-01-18 04:00:00;40701.352
N;NORTE;2025-01-18 05:00:00;7414.38499999
NE;NORDESTE;2025-01-18 05:00:00;12093.899
S;SUL;2025-01-18 05:00:00;13451.888
SE;SUDESTE;2025-01-18 05:00:00;40356.589
N;NORTE;2025-01-18 06:00:00;7182.438
NE;NORDESTE;2025-01-18 06:00:00;11655.283
S;SUL;2025-01-18 06:00:00;13693.547
SE;SUDESTE;2025-01-18 06:00:00;40864.888
N;NORTE;2025-01-18 07:00:00;7080.14199999
NE;NORDESTE;2025-01-18 07:00:00;11856.88599999
S;SUL;2025-01-18 07:00:00;14473.305
SE;SUDESTE;2025-01-18 07:00:00;42603.54199999
N;NORTE;2025-01-18 08:00:00;7198.008
NE;NORDESTE;2025-01-18 08:00:00;12161.069
S;SUL;2025-01-18 08:00:00;15087.021
SE;SUDESTE;2025-01-18 08:00:00;44533.332
N;NORTE;2025-01-18 09:00:00;7229.57
NE;NORDESTE;2025-01-18 09:00:00;12087.766
S;SUL;2025-01-18 09:00:00;15303.273
SE;SUDESTE;2025-01-18 09:00:00;45784.22099999
N;NORTE;2025-01-18 10:00:00;7274.939
NE;NORDESTE;2025-01-18 10:00:00;12164.819
S;SUL;2025-01-18 10:00:00;15752.576
SE;SUDESTE;2025-01-18 10:00:00;46836.788
N;NORTE;2025-01-18 11:00:00;7297.14199999
NE;NORDESTE;2025-01-18 11:00:00;12276.31
S;SUL;2025-01-18 11:00:00;16107.768
SE;SUDESTE;2025-01-18 11:00:00;47395.874
N;NORTE;2025-01-18 12:00:00;7277.041
NE;NORDESTE;2025-01-18 12:00:00;11841.645
S;SUL;2025-01-18 12:00:00;15631.84
SE;SUDESTE;2025-01-18 12:00:00;47374.80699999
N;NORTE;2025-01-18 13:00:00;7359.90599999
NE;NORDESTE;2025-01-18 13:00:00;11763.997
S;SUL;2025-01-18 13:00:00;15743.01299999
SE;SUDESTE;2025-01-18 13:00:00;47149.13499999
N;NORTE;2025-01-18 14:00:00;7488.053
NE;NORDESTE;2025-01-18 14:00:00;11647.224
S;SUL;2025-01-18 14:00:00;15898.186
SE;SUDESTE;2025-01-18 14:00:00;46709.52699999
N;NORTE;2025-01-18 15:00:00;7277.99099999
NE;NORDESTE;2025-01-18 15:00:00;11637.171
S;SUL;2025-01-18 15:00:00;15485.201
SE;SUDESTE;2025-01-18 15:00:00;46700.52699999
N;NORTE;2025-01-18 16:00:00;7101.765
NE;NORDESTE;2025-01-18 16:00:00;11985.99299999
S;SUL;2025-01-18 16:00:00;15410.501
SE;SUDESTE;2025-01-18 16:00:00;46964.021
N;NORTE;2025-01-18 17:00:00;6976.12
NE;NORDESTE;2025-01-18 17:00:00;12439.344
S;SUL;2025-01-18 17:00:00;15794.946
SE;SUDESTE;2025-01-18 17:00:00;47846.472
N;NORTE;2025-01-18 18:00:00;7152.553
NE;NORDESTE;2025-01-18 18:00:00;13732.148
S;SUL;2025-01-18 18:00:00;16145.81099999
SE;SUDESTE;2025-01-18 18:00:00;49345.34299999
N;NORTE;2025-01-18 19:00:00;7453.07299999
NE;NORDESTE;2025-01-18 19:00:00;13987.311
S;SUL;2025-01-18 19:00:00;16646.084
SE;SUDESTE;2025-01-18 19:00:00;52441.13199999
N;NORTE;2025-01-18 20:00:00;7469.199
NE;NORDESTE;2025-01-18 20:00:00;13901.38299999
S;SUL;2025-01-18 20:00:00;17163.49999999
SE;SUDESTE;2025-01-18 20:00:00;52172.875
N;NORTE;2025-01-18 21:00:00;7476.466
NE;NORDESTE;2025-01-18 21:00:00;13886.77499999
S;SUL;2025-01-18 21:00:00;16654.79299999
SE;SUDESTE;2025-01-18 21:00:00;50725.50799999
N;NORTE;2025-01-18 22:00:00;7502.987
NE;NORDESTE;2025-01-18 22:00:00;13833.016
S;SUL;2025-01-18 22:00:00;15945.138
SE;SUDESTE;2025-01-18 22:00:00;49026.50199999
N;NORTE;2025-01-18 23:00:00;7396.235
NE;NORDESTE;2025-01-18 23:00:00;13580.25199999
S;SUL;2025-01-18 23:00:00;15160.238
SE;SUDESTE;2025-01-18 23:00:00;47344.035
N;NORTE;2025-01-19 00:00:00;7248.367
NE;NORDESTE;2025-01-19 00:00:00;13267.761
S;SUL;2025-01-19 00:00:00;14371.701
SE;SUDESTE;2025-01-19 00:00:00;45131.88099999
N;NORTE;2025-01-19 01:00:00;7089.311
NE;NORDESTE;2025-01-19 01:00:00;12917.694
S;SUL;2025-01-19 01:00:00;13625.31999999
SE;SUDESTE;2025-01-19 01:00:00;43074.71299999
N;NORTE;2025-01-19 02:00:00;6962.428
NE;NORDESTE;2025-01-19 02:00:00;12614.329
S;SUL;2025-01-19 02:00:00;13064.558
SE;SUDESTE;2025-01-19 02:00:00;41421.02999999
N;NORTE;2025-01-19 03:00:00;6804.019
NE;NORDESTE;2025-01-19 03:00:00;12336.99399999
S;SUL;2025-01-19 03:00:00;12658.71099999
SE;SUDESTE;2025-01-19 03:00:00;40380.741
N;NORTE;2025-01-19 04:00:00;6724.978
NE;NORDESTE;2025-01-19 04:00:00;12139.465
S;SUL;2025-01-19 04:00:00;12328.534
SE;SUDESTE;2025-01-19 04:00:00;39818.901
N;NORTE;2025-01-19 05:00:00;6653.714
NE;NORDESTE;2025-01-19 05:00:00;11598.248
S;SUL;2025-01-19 05:00:00;12087.73399999
SE;SUDESTE;2025-01-19 05:00:00;38945.44299999
N;NORTE;2025-01-19 06:00:00;6414.549
NE;NORDESTE;2025-01-19 06:00:00;11184.317
S;SUL;2025-01-19 06:00:00;11853.653
SE;SUDESTE;2025-01-19 06:00:00;38749.22599999
N;NORTE;2025-01-19 07:00:00;6225.72799999
NE;NORDESTE;2025-01-19 07:00:00;11281.177
S;SUL;2025-01-19 07:00:00;12079.83499999
SE;SUDESTE;2025-01-19 07:00:00;39330.404
N;NORTE;2025-01-19 08:00:00;6150.419
NE;NORDESTE;2025-01-19 08:00:00;11155.50199999
S;SUL;2025-01-19 08:00:00;12390.021
SE;SUDESTE;2025-01-19 08:00:00;40269.053
N;NORTE;2025-01-19 09:00:00;6113.244
NE;NORDESTE;2025-01-19 09:00:00;10863.051
S;SUL;2025-01-19 09:00:00;12728.285
SE;SUDESTE;2025-01-19 09:00:00;41214.32499999
N;NORTE;2025-01-19 10:00:00;6186.266
NE;NORDESTE;2025-01-19 10:00:00;10830.826
S;SUL;2025-01-19 10:00:00;13225.704
SE;SUDESTE;2025-01-19 10:00:00;42584.24699999
N;NORTE;2025-01-19 11:00:00;6306.261
NE;NORDESTE;2025-01-19 11:00:00;10965.774
S;SUL;2025-01-19 11:00:00;13788.898
SE;SUDESTE;2025-01-19 11:00:00;43755.567
N;NORTE;2025-01-19 12:00:00;6414.454
NE;NORDESTE;2025-01-19 12:00:00;10901.896
S;SUL;2025-01-19 12:00:00;13773.198
SE;SUDESTE;2025-01-19 12:00:00;44032.77299999
N;NORTE;2025-01-19 13:00:00;6461.169
NE;NORDESTE;2025-01-19 13:00:00;10841.10199999
S;SUL;2025-01-19 13:00:00;13842.057
SE;SUDESTE;2025-01-19 13:00:00;43495.75899999
N;NORTE;2025-01-19 14:00:00;6517.71499999
NE;NORDESTE;2025-01-19 14:00:00;10930.682
S;SUL;2025-01-19 14:00:00;13817.481
SE;SUDESTE;2025-01-19 14:00:00;42894.45699999
N;NORTE;2025-01-19 15:00:00;6660.90199999
NE;NORDESTE;2025-01-19 15:00:00;11088.56
S;SUL;2025-01-19 15:00:00;13877.07899999
SE;SUDESTE;2025-01-19 15:00:00;42734.49699999
N;NORTE;2025-01-19 16:00:00;6777.069
NE;NORDESTE;2025-01-19 16:00:00;11308.987
S;SUL;2025-01-19 16:00:00;13991.23499999
SE;SUDESTE;2025-01-19 16:00:00;44145.066
N;NORTE;2025-01-19 17:00:00;6910.702
NE;NORDESTE;2025-01-19 17:00:00;12012.277
S;SUL;2025-01-19 17:00:00;14562.06199999
SE;SUDESTE;2025-01-19 17:00:00;45382.21
N;NORTE;2025-01-19 18:00:00;7216.236
NE;NORDESTE;2025-01-19 18:00:00;13392.52799999
S;SUL;2025-01-19 18:00:00;15052.331
SE;SUDESTE;2025-01-19 18:00:00;46959.85799999
N;NORTE;2025-01-19 19:00:00;7566.877
NE;NORDESTE;2025-01-19 19:00:00;13685.428
S;SUL;2025-01-19 19:00:00;15930.85999999
SE;SUDESTE;2025-01-19 19:00:00;49882.783
N;NORTE;2025-01-19 20:00:00;7642.42199999
NE;NORDESTE;2025-01-19 20:00:00;13732.04199999
S;SUL;2025-01-19 20:00:00;16800.107
SE;SUDESTE;2025-01-19 20:00:00;50239.60699999
N;NORTE;2025-01-19 21:00:00;7734.261
NE;NORDESTE;2025-01-19 21:00:00;13960.90399999
S;SUL;2025-01-19 21:00:00;16741.29
SE;SUDESTE;2025-01-19 21:00:00;50004.11199999
N;NORTE;2025-01-19 22:00:00;7891.72999999
NE;NORDESTE;2025-01-19 22:00:00;13996.356
S;SUL;2025-01-19 22:00:00;16384.639
SE;SUDESTE;2025-01-19 22:00:00;49139.524
N;NORTE;2025-01-19 23:00:00;7927.582
NE;NORDESTE;2025-01-19 23:00:00;13766.576
S;SUL;2025-01-19 23:00:00;15551.741
SE;SUDESTE;2025-01-19 23:00:00;47174.32499999
N;NORTE;2025-01-20 00:00:00;7834.342
NE;NORDESTE;2025-01-20 00:00:00;13356.403
S;SUL;2025-01-20 00:00:00;14672.081
SE;SUDESTE;2025-01-20 00:00:00;44974.76399999
N;NORTE;2025-01-20 01:00:00;7743.885
NE;NORDESTE;2025-01-20 01:00:00;13060.704
S;SUL;2025-01-20 01:00:00;13979.58099999
SE;SUDESTE;2025-01-20 01:00:00;43097.36
N;NORTE;2025-01-20 02:00:00;7620.65299999
NE;NORDESTE;2025-01-20 02:00:00;12763.8
S;SUL;2025-01-20 02:00:00;13498.928
SE;SUDESTE;2025-01-20 02:00:00;41944.837
N;NORTE;2025-01-20 03:00:00;7556.01299999
NE;NORDESTE;2025-01-20 03:00:00;12546.802
S;SUL;2025-01-20 03:00:00;13226.64399999
SE;SUDESTE;2025-01-20 03:00:00;41192.10099999
N;NORTE;2025-01-20 04:00:00;7438.649
NE;NORDESTE;2025-01-20 04:00:00;12453.298
S;SUL;2025-01-20 04:00:00;13178.363
SE;SUDESTE;2025-01-20 04:00:00;41211.278
N;NORTE;2025-01-20 05:00:00;7371.199
NE;NORDESTE;2025-01-20 05:00:00;12031.886
S;SUL;2025-01-20 05:00:00;13545.218
SE;SUDESTE;2025-01-20 05:00:00;41699.93
N;NORTE;2025-01-20 06:00:00;7199.012
NE;NORDESTE;2025-01-20 06:00:00;11720.464
S;SUL;2025-01-20 06:00:00;14268.966
SE;SUDESTE;2025-01-20 06:00:00;43701.948
N;NORTE;2025-01-20 07:00:00;7149.32899999
NE;NORDESTE;2025-01-20 07:00:00;12137.569
S;SUL;2025-01-20 07:00:00;16187.467
SE;SUDESTE;2025-01-20 07:00:00;46960.16799999
N;NORTE;2025-01-20 08:00:00;7341.67199999
NE;NORDESTE;2025-01-20 08:00:00;12675.81
S;SUL;2025-01-20 08:00:00;17825.45299999
SE;SUDESTE;2025-01-20 08:00:00;49672.842
N;NORTE;2025-01-20 09:00:00;7418.81099999
NE;NORDESTE;2025-01-20 09:00:00;12811.76
S;SUL;2025-01-20 09:00:00;18456.10999999
SE;SUDESTE;2025-01-20 09:00:00;51350.674
N;NORTE;2025-01-20 10:00:00;7586.38999999
NE;NORDESTE;2025-01-20 10:00:00;12841.21899999
S;SUL;2025-01-20 10:00:00;18951.531
SE;SUDESTE;2025-01-20 10:00:00;53065.671
N;NORTE;2025-01-20 11:00:00;7634.606
NE;NORDESTE;2025-01-20 11:00:00;12635.845
S;SUL;2025-01-20 11:00:00;18773.00899999
SE;SUDESTE;2025-01-20 11:00:00;54272.762
N;NORTE;2025-01-20 12:00:00;7762.74399999
NE;NORDESTE;2025-01-20 12:00:00;12402.437
S;SUL;2025-01-20 12:00:00;17547.93899999
SE;SUDESTE;2025-01-20 12:00:00;54536.115
N;NORTE;2025-01-20 13:00:00;7822.898
NE;NORDESTE;2025-01-20 13:00:00;12775.54
S;SUL;2025-01-20 13:00:00;18864.63599999
SE;SUDESTE;2025-01-20 13:00:00;55673.219
N;NORTE;2025-01-20 14:00:00;8028.38299999
NE;NORDESTE;2025-01-20 14:00:00;13166.086
S;SUL;2025-01-20 14:00:00;19753.78499999
SE;SUDESTE;2025-01-20 14:00:00;56000.576
N;NORTE;2025-01-20 15:00:00;8150.58
NE;NORDESTE;2025-01-20 15:00:00;13418.762
S;SUL;2025-01-20 15:00:00;19633.321
SE;SUDESTE;2025-01-20 15:00:00;55933.56499999
N;NORTE;2025-01-20 16:00:00;8069.494
NE;NORDESTE;2025-01-20 16:00:00;13639.694
S;SUL;2025-01-20 16:00:00;19269.963
SE;SUDESTE;2025-01-20 16:00:00;55686.80999999
N;NORTE;2025-01-20 17:00:00;7878.095
NE;NORDESTE;2025-01-20 17:00:00;13526.93599999
S;SUL;2025-01-20 17:00:00;18193.997
SE;SUDESTE;2025-01-20 17:00:00;53663.535
N;NORTE;2025-01-20 18:00:00;7690.088
NE;NORDESTE;2025-01-20 18:00:00;14277.143
S;SUL;2025-01-20 18:00:00;16801.523
SE;SUDESTE;2025-01-20 18:00:00;52639.00799999
N;NORTE;2025-01-20 19:00:00;7931.187
NE;NORDESTE;2025-01-20 19:00:00;14553.532
S;SUL;2025-01-20 19:00:00;17519.26799999
SE;SUDESTE;2025-01-20 19:00:00;55546.464
N;NORTE;2025-01-20 20:00:00;8043.20199999
NE;NORDESTE;2025-01-20 20:00:00;14565.132
S;SUL;2025-01-20 20:00:00;18295.27
SE;SUDESTE;2025-01-20 20:00:00;56367.71199999
N;NORTE;2025-01-20 21:00:00;8210.248
NE;NORDESTE;2025-01-20 21:00:00;14951.76
S;SUL;2025-01-20 21:00:00;18261.445
SE;SUDESTE;2025-01-20 21:00:00;56288.65399999
N;NORTE;2025-01-20 22:00:00;8334.30599999
NE;NORDESTE;2025-01-20 22:00:00;14932.991
S;SUL;2025-01-20 22:00:00;17672.587
SE;SUDESTE;2025-01-20 22:00:00;54777.952
N;NORTE;2025-01-20 23:00:00;8314.57299999
NE;NORDESTE;2025-01-20 23:00:00;14598.484
S;SUL;2025-01-20 23:00:00;16476.982
SE;SUDESTE;2025-01-20 23:00:00;52163.94599999
N;NORTE;2025-01-21 00:00:00;8204.984
NE;NORDESTE;2025-01-21 00:00:00;14076.321
S;SUL;2025-01-21 00:00:00;15225.17
SE;SUDESTE;2025-01-21 00:00:00;49331.62399999
N;NORTE;2025-01-21 01:00:00;8102.27999999
NE;NORDESTE;2025-01-21 01:00:00;13668.87699999
S;SUL;2025-01-21 01:00:00;14351.007
SE;SUDESTE;2025-01-21 01:00:00;47062.74399999
N;NORTE;2025-01-21 02:00:00;7941.29499999
NE;NORDESTE;2025-01-21 02:00:00;13311.73
S;SUL;2025-01-21 02:00:00;13764.117
SE;SUDESTE;2025-01-21 02:00:00;45631.73599999
N;NORTE;2025-01-21 03:00:00;7810.992
NE;NORDESTE;2025-01-21 03:00:00;13071.837
S;SUL;2025-01-21 03:00:00;13395.954
SE;SUDESTE;2025-01-21 03:00:00;44742.52299999
N;NORTE;2025-01-21 04:00:00;7707.194
NE;NORDESTE;2025-01-21 04:00:00;12960.337
S;SUL;2025-01-21 04:00:00;13285.95399999
SE;SUDESTE;2025-01-21 04:00:00;44509.83699999
N;NORTE;2025-01-21 05:00:00;7621.536
NE;NORDESTE;2025-01-21 05:00:00;12536.52799999
S;SUL;2025-01-21 05:00:00;13579.028
SE;SUDESTE;2025-01-21 05:00:00;44765.113
N;NORTE;2025-01-21 06:00:00;7269.215
NE;NORDESTE;2025-01-21 06:00:00;12187.481
S;SUL;2025-01-21 06:00:00;14312.871
SE;SUDESTE;2025-01-21 06:00:00;46546.26999999
N;NORTE;2025-01-21 07:00:00;7183.749
NE;NORDESTE;2025-01-21 07:00:00;12500.331
S;SUL;2025-01-21 07:00:00;15952.088
SE;SUDESTE;2025-01-21 07:00:00;50022.64
N;NORTE;2025-01-21 08:00:00;7319.264
NE;NORDESTE;2025-01-21 08:00:00;13011.774
S;SUL;2025-01-21 08:00:00;17088.009
SE;SUDESTE;2025-01-21 08:00:00;53207.01799999
N;NORTE;2025-01-21 09:00:00;7507.205
NE;NORDESTE;2025-01-21 09:00:00;13163.65199999
S;SUL;2025-01-21 09:00:00;17543.798
SE;SUDESTE;2025-01-21 09:00:00;55001.905
N;NORTE;2025-01-21 10:00:00;7701.391
NE;NORDESTE;2025-01-21 10:00:00;13529.177
S;SUL;2025-01-21 10:00:00;18161.183
SE;SUDESTE;2025-01-21 10:00:00;56860.86499999
N;NORTE;2025-01-21 11:00:00;7711.795
NE;NORDESTE;2025-01-21 11:00:00;13604.111
S;SUL;2025-01-21 11:00:00;18390.576
SE;SUDESTE;2025-01-21 11:00:00;57957.31699999
N;NORTE;2025-01-21 12:00:00;7698.717
NE;NORDESTE;2025-01-21 12:00:00;13293.775
S;SUL;2025-01-21 12:00:00;17409.68299999
SE;SUDESTE;2025-01-21 12:00:00;57733.038
N;NORTE;2025-01-21 13:00:00;7884.985
NE;NORDESTE;2025-01-21 13:00:00;13565.28299999
S;SUL;2025-01-21 13:00:00;18458.801
SE;SUDESTE;2025-01-21 13:00:00;59044.82799999
N;NORTE;2025-01-21 14:00:00;7865.87699999
NE;NORDESTE;2025-01-21 14:00:00;13776.338
S;SUL;2025-01-21 14:00:00;18959.463
SE;SUDESTE;2025-01-21 14:00:00;59603.594
N;NORTE;2025-01-21 15:00:00;7804.933
NE;NORDESTE;2025-01-21 15:00:00;13996.479
S;SUL;2025-01-21 15:00:00;19037.73
SE;SUDESTE;2025-01-21 15:00:00;59425.739
N;NORTE;2025-01-21 16:00:00;7818.776
NE;NORDESTE;2025-01-21 16:00:00;14142.275
S;SUL;2025-01-21 16:00:00;19102.77499999
SE;SUDESTE;2025-01-21 16:00:00;58435.00299999
N;NORTE;2025-01-21 17:00:00;7606.303
NE;NORDESTE;2025-01-21 17:00:00;13903.378
S;SUL;2025-01-21 17:00:00;18299.59299999
SE;SUDESTE;2025-01-21 17:00:00;55549.664
N;NORTE;2025-01-21 18:00:00;7449.701
NE;NORDESTE;2025-01-21 18:00:00;14328.306
S;SUL;2025-01-21 18:00:00;17193.39
SE;SUDESTE;2025-01-21 18:00:00;54374.14599999
N;NORTE;2025-01-21 19:00:00;7784.05299999
NE;NORDESTE;2025-01-21 19:00:00;14663.48
S;SUL;2025-01-21 19:00:00;17884.571
SE;SUDESTE;2025-01-21 19:00:00;56855.06999999
N;NORTE;2025-01-21 20:00:00;7916.184
NE;NORDESTE;2025-01-21 20:00:00;14695.73
S;SUL;2025-01-21 20:00:00;18799.74299999
SE;SUDESTE;2025-01-21 20:00:00;57621.39699999
N;NORTE;2025-01-21 21:00:00;8095.02499999
NE;NORDESTE;2025-01-21 21:00:00;15156.47999999
S;SUL;2025-01-21 21:00:00;18914.497
SE;SUDESTE;2025-01-21 21:00:00;57345.53399999
N;NORTE;2025-01-21 22:00:00;8202.126
NE;NORDESTE;2025-01-21 22:00:00;15117.319
S;SUL;2025-01-21 22:00:00;18296.932
SE;SUDESTE;2025-01-21 22:00:00;55900.22199999
N;NORTE;2025-01-21 23:00:00;8173.043
NE;NORDESTE;2025-01-21 23:00:00;14688.098
S;SUL;2025-01-21 23:00:00;16968.321
SE;SUDESTE;2025-01-21 23:00:00;53172.566
N;NORTE;2025-01-22 00:00:00;8100.423
NE;NORDESTE;2025-01-22 00:00:00;14512.939
S;SUL;2025-01-22 00:00:00;15700.07
SE;SUDESTE;2025-01-22 00:00:00;50433.821
N;NORTE;2025-01-22 01:00:00;7945.38099999
NE;NORDESTE;2025-01-22 01:00:00;13998.30599999
S;SUL;2025-01-22 01:00:00;14805.683
SE;SUDESTE;2025-01-22 01:00:00;48165.85
N;NORTE;2025-01-22 02:00:00;7773.95799999
NE;NORDESTE;2025-01-22 02:00:00;13645.27299999
S;SUL;2025-01-22 02:00:00;14198.782
SE;SUDESTE;2025-01-22 02:00:00;46762.323
N;NORTE;2025-01-22 03:00:00;7659.266
NE;NORDESTE;2025-01-22 03:00:00;13407.263
S;SUL;2025-01-22 03:00:00;13908.229
SE;SUDESTE;2025-01-22 03:00:00;45659.445
N;NORTE;2025-01-22 04:00:00;7543.124
NE;NORDESTE;2025-01-22 04:00:00;13223.831
S;SUL;2025-01-22 04:00:00;13783.18299999
SE;SUDESTE;2025-01-22 04:00:00;45431.453
N;NORTE;2025-01-22 05:00:00;7412.244
NE;NORDESTE;2025-01-22 05:00:00;12780.28999999
S;SUL;2025-01-22 05:00:00;14085.26599999
SE;SUDESTE;2025-01-22 05:00:00;45752.457
N;NORTE;2025-01-22 06:00:00;7162.575
NE;NORDESTE;2025-01-22 06:00:00;12221.04399999
S;SUL;2025-01-22 06:00:00;14973.538
SE;SUDESTE;2025-01-22 06:00:00;47493.36499999
N;NORTE;2025-01-22 07:00:00;7063.443
NE;NORDESTE;2025-01-22 07:00:00;12506.349
S;SUL;2025-01-22 07:00:00;16767.141
