id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
NE;NORDESTE;2025-04-25 00:00:00;14247.83
S;SUL;2025-04-25 00:00:00;11928.273
SE;SUDESTE;2025-04-25 00:00:00;41523.878
N;NORTE;2025-04-25 01:00:00;8425.301
NE;NORDESTE;2025-04-25 01:00:00;13794.18999999
S;SUL;2025-04-25 01:00:00;11336.438
SE;SUDESTE;2025-04-25 01:00:00;39411.905
N;NORTE;2025-04-25 02:00:00;8228.69199999
NE;NORDESTE;2025-04-25 02:00:00;13500.82
S;SUL;2025-04-25 02:00:00;10935.047
SE;SUDESTE;2025-04-25 02:00:00;38343.17
N;NORTE;2025-04-25 03:00:00;8030.374
NE;NORDESTE;2025-04-25 03:00:00;13279.804
S;SUL;2025-04-25 03:00:00;10838.92399999
SE;SUDESTE;2025-04-25 03:00:00;37820.121
N;NORTE;2025-04-25 04:00:00;7923.98699999
NE;NORDESTE;2025-04-25 04:00:00;13110.119
S;SUL;2025-04-25 04:00:00;11011.623
SE;SUDESTE;2025-04-25 04:00:00;38150.123
N;NORTE;2025-04-25 05:00:00;7850.75
NE;NORDESTE;2025-04-25 05:00:00;12835.474
S;SUL;2025-04-25 05:00:00;11780.076
SE;SUDESTE;2025-04-25 05:00:00;40059.89699999
N;NORTE;2025-04-25 06:00:00;7632.732
NE;NORDESTE;2025-04-25 06:00:00;12655.693
S;SUL;2025-04-25 06:00:00;13389.503
SE;SUDESTE;2025-04-25 06:00:00;42972.228
N;NORTE;2025-04-25 07:00:00;7497.086
NE;NORDESTE;2025-04-25 07:00:00;12959.753
S;SUL;2025-04-25 07:00:00;14751.71
SE;SUDESTE;2025-04-25 07:00:00;45647.766
N;NORTE;2025-04-25 08:00:00;7859.34
NE;NORDESTE;2025-04-25 08:00:00;13703.66299999
S;SUL;2025-04-25 08:00:00;15728.816
SE;SUDESTE;2025-04-25 08:00:00;47841.30799999
N;NORTE;2025-04-25 09:00:00;8187.10099999
NE;NORDESTE;2025-04-25 09:00:00;14047.27099999
S;SUL;2025-04-25 09:00:00;15776.245
SE;SUDESTE;2025-04-25 09:00:00;49024.67199999
N;NORTE;2025-04-25 10:00:00;8391.655
NE;NORDESTE;2025-04-25 10:00:00;14083.331
S;SUL;2025-04-25 10:00:00;15846.66999999
SE;SUDESTE;2025-04-25 10:00:00;49921.486
N;NORTE;2025-04-25 11:00:00;8443.32899999
NE;NORDESTE;2025-04-25 11:00:00;14057.55299999
S;SUL;2025-04-25 11:00:00;15787.28499999
SE;SUDESTE;2025-04-25 11:00:00;50407.044
N;NORTE;2025-04-25 12:00:00;8436.269
NE;NORDESTE;2025-04-25 12:00:00;13622.516
S;SUL;2025-04-25 12:00:00;14494.748
SE;SUDESTE;2025-04-25 12:00:00;49811.316
N;NORTE;2025-04-25 13:00:00;8769.77099999
NE;NORDESTE;2025-04-25 13:00:00;13808.723
S;SUL;2025-04-25 13:00:00;15252.333
SE;SUDESTE;2025-04-25 13:00:00;49702.962
N;NORTE;2025-04-25 14:00:00;9101.797
NE;NORDESTE;2025-04-25 14:00:00;14164.65799999
S;SUL;2025-04-25 14:00:00;15862.153
SE;SUDESTE;2025-04-25 14:00:00;49447.309
N;NORTE;2025-04-25 15:00:00;9042.81799999
NE;NORDESTE;2025-04-25 15:00:00;14293.761
S;SUL;2025-04-25 15:00:00;16007.269
SE;SUDESTE;2025-04-25 15:00:00;49065.579
N;NORTE;2025-04-25 16:00:00;8735.352
NE;NORDESTE;2025-04-25 16:00:00;14544.351
S;SUL;2025-04-25 16:00:00;16167.453
SE;SUDESTE;2025-04-25 16:00:00;49390.484
N;NORTE;2025-04-25 17:00:00;8510.924
NE;NORDESTE;2025-04-25 17:00:00;14643.137
S;SUL;2025-04-25 17:00:00;16056.217
SE;SUDESTE;2025-04-25 17:00:00;50027.24699999
N;NORTE;2025-04-25 18:00:00;8325.93099999
NE;NORDESTE;2025-04-25 18:00:00;14954.08199999
S;SUL;2025-04-25 18:00:00;16861.644
SE;SUDESTE;2025-04-25 18:00:00;52035.001
N;NORTE;2025-04-25 19:00:00;8338.408
NE;NORDESTE;2025-04-25 19:00:00;14814.279
S;SUL;2025-04-25 19:00:00;16440.892
SE;SUDESTE;2025-04-25 19:00:00;51225.40099999
N;NORTE;2025-04-25 20:00:00;8377.30099999
NE;NORDESTE;2025-04-25 20:00:00;14861.748
S;SUL;2025-04-25 20:00:00;15453.675
SE;SUDESTE;2025-04-25 20:00:00;50028.427
N;NORTE;2025-04-25 21:00:00;8493.17599999
NE;NORDESTE;2025-04-25 21:00:00;15110.72599999
S;SUL;2025-04-25 21:00:00;14866.436
SE;SUDESTE;2025-04-25 21:00:00;48930.55899999
N;NORTE;2025-04-25 22:00:00;8606.39999999
NE;NORDESTE;2025-04-25 22:00:00;15122.122
S;SUL;2025-04-25 22:00:00;14050.334
SE;SUDESTE;2025-04-25 22:00:00;46576.34799999
N;NORTE;2025-04-25 23:00:00;8573.13299999
NE;NORDESTE;2025-04-25 23:00:00;14781.681
S;SUL;2025-04-25 23:00:00;12965.47399999
SE;SUDESTE;2025-04-25 23:00:00;44243.71899999
N;NORTE;2025-04-26 00:00:00;8414.19299999
NE;NORDESTE;2025-04-26 00:00:00;14305.049
S;SUL;2025-04-26 00:00:00;12031.699
SE;SUDESTE;2025-04-26 00:00:00;41725.74899999
N;NORTE;2025-04-26 01:00:00;8269.02699999
NE;NORDESTE;2025-04-26 01:00:00;13892.00299999
S;SUL;2025-04-26 01:00:00;11397.071
SE;SUDESTE;2025-04-26 01:00:00;39506.06899999
N;NORTE;2025-04-26 02:00:00;8072.745
NE;NORDESTE;2025-04-26 02:00:00;13587.775
S;SUL;2025-04-26 02:00:00;10927.043
SE;SUDESTE;2025-04-26 02:00:00;38067.498
N;NORTE;2025-04-26 03:00:00;7916.091
NE;NORDESTE;2025-04-26 03:00:00;13372.604
S;SUL;2025-04-26 03:00:00;10707.324
SE;SUDESTE;2025-04-26 03:00:00;37292.894
N;NORTE;2025-04-26 04:00:00;7789.26
NE;NORDESTE;2025-04-26 04:00:00;13198.683
S;SUL;2025-04-26 04:00:00;10695.46899999
SE;SUDESTE;2025-04-26 04:00:00;37303.33
N;NORTE;2025-04-26 05:00:00;7751.951
NE;NORDESTE;2025-04-26 05:00:00;12732.151
S;SUL;2025-04-26 05:00:00;11004.831
SE;SUDESTE;2025-04-26 05:00:00;37880.887
N;NORTE;2025-04-26 06:00:00;7515.978
NE;NORDESTE;2025-04-26 06:00:00;12232.554
S;SUL;2025-04-26 06:00:00;11696.135
SE;SUDESTE;2025-04-26 06:00:00;38678.36299999
N;NORTE;2025-04-26 07:00:00;7244.78
NE;NORDESTE;2025-04-26 07:00:00;11912.99699999
S;SUL;2025-04-26 07:00:00;12557.141
SE;SUDESTE;2025-04-26 07:00:00;40253.32499999
N;NORTE;2025-04-26 08:00:00;7395.731
NE;NORDESTE;2025-04-26 08:00:00;12170.444
S;SUL;2025-04-26 08:00:00;13325.926
SE;SUDESTE;2025-04-26 08:00:00;41497.671
N;NORTE;2025-04-26 09:00:00;7577.561
NE;NORDESTE;2025-04-26 09:00:00;12318.993
S;SUL;2025-04-26 09:00:00;13670.716
SE;SUDESTE;2025-04-26 09:00:00;42071.936
N;NORTE;2025-04-26 10:00:00;7684.838
NE;NORDESTE;2025-04-26 10:00:00;12469.015
S;SUL;2025-04-26 10:00:00;13985.122
SE;SUDESTE;2025-04-26 10:00:00;42766.186
N;NORTE;2025-04-26 11:00:00;7743.258
NE;NORDESTE;2025-04-26 11:00:00;12474.447
S;SUL;2025-04-26 11:00:00;14213.775
SE;SUDESTE;2025-04-26 11:00:00;43301.05399999
N;NORTE;2025-04-26 12:00:00;7692.61299999
NE;NORDESTE;2025-04-26 12:00:00;12251.518
S;SUL;2025-04-26 12:00:00;13541.879
SE;SUDESTE;2025-04-26 12:00:00;43414.31899999
N;NORTE;2025-04-26 13:00:00;7905.466
NE;NORDESTE;2025-04-26 13:00:00;12271.111
S;SUL;2025-04-26 13:00:00;12882.254
SE;SUDESTE;2025-04-26 13:00:00;43478.24999999
N;NORTE;2025-04-26 14:00:00;8100.246
NE;NORDESTE;2025-04-26 14:00:00;12383.961
S;SUL;2025-04-26 14:00:00;12542.204
SE;SUDESTE;2025-04-26 14:00:00;43232.836
N;NORTE;2025-04-26 15:00:00;8053.487
NE;NORDESTE;2025-04-26 15:00:00;12763.23
S;SUL;2025-04-26 15:00:00;12489.34899999
SE;SUDESTE;2025-04-26 15:00:00;43596.036
N;NORTE;2025-04-26 16:00:00;8144.314
NE;NORDESTE;2025-04-26 16:00:00;13410.017
S;SUL;2025-04-26 16:00:00;13007.07
SE;SUDESTE;2025-04-26 16:00:00;44868.547
N;NORTE;2025-04-26 17:00:00;7909.83
NE;NORDESTE;2025-04-26 17:00:00;14369.445
S;SUL;2025-04-26 17:00:00;14005.81499999
SE;SUDESTE;2025-04-26 17:00:00;47156.63999999
N;NORTE;2025-04-26 18:00:00;8155.419
NE;NORDESTE;2025-04-26 18:00:00;15397.949
S;SUL;2025-04-26 18:00:00;15763.38099999
SE;SUDESTE;2025-04-26 18:00:00;50589.473
N;NORTE;2025-04-26 19:00:00;8106.084
NE;NORDESTE;2025-04-26 19:00:00;15182.29399999
S;SUL;2025-04-26 19:00:00;15132.993
SE;SUDESTE;2025-04-26 19:00:00;49343.0
N;NORTE;2025-04-26 20:00:00;8100.47899999
NE;NORDESTE;2025-04-26 20:00:00;15105.38299999
S;SUL;2025-04-26 20:00:00;14160.291
SE;SUDESTE;2025-04-26 20:00:00;47789.298
N;NORTE;2025-04-26 21:00:00;8197.74199999
NE;NORDESTE;2025-04-26 21:00:00;15170.391
S;SUL;2025-04-26 21:00:00;13391.518
SE;SUDESTE;2025-04-26 21:00:00;46169.057
N;NORTE;2025-04-26 22:00:00;8265.77699999
NE;NORDESTE;2025-04-26 22:00:00;15171.47499999
S;SUL;2025-04-26 22:00:00;12528.799
SE;SUDESTE;2025-04-26 22:00:00;44034.677
N;NORTE;2025-04-26 23:00:00;8242.735
NE;NORDESTE;2025-04-26 23:00:00;14938.44
S;SUL;2025-04-26 23:00:00;11686.292
SE;SUDESTE;2025-04-26 23:00:00;41978.913
N;NORTE;2025-04-27 00:00:00;7613.735
NE;NORDESTE;2025-04-27 00:00:00;13801.991
S;SUL;2025-04-27 00:00:00;10966.408
SE;SUDESTE;2025-04-27 00:00:00;39761.885
N;NORTE;2025-04-27 01:00:00;7422.08999999
NE;NORDESTE;2025-04-27 01:00:00;13401.854
S;SUL;2025-04-27 01:00:00;10393.211
SE;SUDESTE;2025-04-27 01:00:00;37873.644
N;NORTE;2025-04-27 02:00:00;7317.556
NE;NORDESTE;2025-04-27 02:00:00;13069.34299999
S;SUL;2025-04-27 02:00:00;10004.863
SE;SUDESTE;2025-04-27 02:00:00;36455.814
N;NORTE;2025-04-27 03:00:00;7174.50499999
NE;NORDESTE;2025-04-27 03:00:00;12794.714
S;SUL;2025-04-27 03:00:00;9772.154
SE;SUDESTE;2025-04-27 03:00:00;35507.63099999
N;NORTE;2025-04-27 04:00:00;7115.92099999
NE;NORDESTE;2025-04-27 04:00:00;12610.70599999
S;SUL;2025-04-27 04:00:00;9658.039
SE;SUDESTE;2025-04-27 04:00:00;35098.51599999
N;NORTE;2025-04-27 05:00:00;7003.08099999
NE;NORDESTE;2025-04-27 05:00:00;12112.55199999
S;SUL;2025-04-27 05:00:00;9643.271
SE;SUDESTE;2025-04-27 05:00:00;34981.697
N;NORTE;2025-04-27 06:00:00;6846.173
NE;NORDESTE;2025-04-27 06:00:00;11411.462
S;SUL;2025-04-27 06:00:00;9814.935
SE;SUDESTE;2025-04-27 06:00:00;34869.815
N;NORTE;2025-04-27 07:00:00;6708.71899999
NE;NORDESTE;2025-04-27 07:00:00;10863.803
S;SUL;2025-04-27 07:00:00;10115.488
SE;SUDESTE;2025-04-27 07:00:00;35463.447
N;NORTE;2025-04-27 08:00:00;6758.451
NE;NORDESTE;2025-04-27 08:00:00;10686.24599999
S;SUL;2025-04-27 08:00:00;10533.432
SE;SUDESTE;2025-04-27 08:00:00;36552.60499999
N;NORTE;2025-04-27 09:00:00;6896.265
NE;NORDESTE;2025-04-27 09:00:00;10617.774
S;SUL;2025-04-27 09:00:00;10698.901
SE;SUDESTE;2025-04-27 09:00:00;37099.756
N;NORTE;2025-04-27 10:00:00;6927.653
NE;NORDESTE;2025-04-27 10:00:00;10603.873
S;SUL;2025-04-27 10:00:00;11041.355
SE;SUDESTE;2025-04-27 10:00:00;37874.542
N;NORTE;2025-04-27 11:00:00;6772.851
NE;NORDESTE;2025-04-27 11:00:00;10665.22599999
S;SUL;2025-04-27 11:00:00;11545.165
SE;SUDESTE;2025-04-27 11:00:00;39102.042
N;NORTE;2025-04-27 12:00:00;6737.306
NE;NORDESTE;2025-04-27 12:00:00;10561.72299999
S;SUL;2025-04-27 12:00:00;11586.859
SE;SUDESTE;2025-04-27 12:00:00;39375.525
N;NORTE;2025-04-27 13:00:00;6816.442
NE;NORDESTE;2025-04-27 13:00:00;10633.019
S;SUL;2025-04-27 13:00:00;11324.017
SE;SUDESTE;2025-04-27 13:00:00;38458.445
N;NORTE;2025-04-27 14:00:00;6979.524
NE;NORDESTE;2025-04-27 14:00:00;10834.45399999
S;SUL;2025-04-27 14:00:00;11321.142
SE;SUDESTE;2025-04-27 14:00:00;38146.418
N;NORTE;2025-04-27 15:00:00;6999.048
NE;NORDESTE;2025-04-27 15:00:00;11299.374
S;SUL;2025-04-27 15:00:00;11233.912
SE;SUDESTE;2025-04-27 15:00:00;39202.406
N;NORTE;2025-04-27 16:00:00;7001.902
NE;NORDESTE;2025-04-27 16:00:00;11909.89099999
S;SUL;2025-04-27 16:00:00;11635.028
SE;SUDESTE;2025-04-27 16:00:00;40873.14999999
N;NORTE;2025-04-27 17:00:00;7208.811
NE;NORDESTE;2025-04-27 17:00:00;12965.655
S;SUL;2025-04-27 17:00:00;12764.463
SE;SUDESTE;2025-04-27 17:00:00;44003.16
N;NORTE;2025-04-27 18:00:00;7607.692
NE;NORDESTE;2025-04-27 18:00:00;13943.18799999
S;SUL;2025-04-27 18:00:00;14465.644
SE;SUDESTE;2025-04-27 18:00:00;47933.138
N;NORTE;2025-04-27 19:00:00;7622.08799999
NE;NORDESTE;2025-04-27 19:00:00;13877.98299999
S;SUL;2025-04-27 19:00:00;14118.616
SE;SUDESTE;2025-04-27 19:00:00;47096.55699999
N;NORTE;2025-04-27 20:00:00;7645.057
NE;NORDESTE;2025-04-27 20:00:00;13881.366
S;SUL;2025-04-27 20:00:00;13499.202
SE;SUDESTE;2025-04-27 20:00:00;46136.98899999
N;NORTE;2025-04-27 21:00:00;7729.501
NE;NORDESTE;2025-04-27 21:00:00;14093.908
S;SUL;2025-04-27 21:00:00;12985.624
SE;SUDESTE;2025-04-27 21:00:00;45209.85399999
N;NORTE;2025-04-27 22:00:00;7846.46999999
NE;NORDESTE;2025-04-27 22:00:00;14180.272
S;SUL;2025-04-27 22:00:00;12248.772
SE;SUDESTE;2025-04-27 22:00:00;43578.996
N;NORTE;2025-04-27 23:00:00;7799.68
NE;NORDESTE;2025-04-27 23:00:00;13865.354
S;SUL;2025-04-27 23:00:00;11390.137
SE;SUDESTE;2025-04-27 23:00:00;41297.691
N;NORTE;2025-04-28 00:00:00;8163.073
NE;NORDESTE;2025-04-28 00:00:00;14030.61899999
S;SUL;2025-04-28 00:00:00;10707.796
SE;SUDESTE;2025-04-28 00:00:00;39277.281
N;NORTE;2025-04-28 01:00:00;8012.659
NE;NORDESTE;2025-04-28 01:00:00;13576.461
S;SUL;2025-04-28 01:00:00;10329.827
SE;SUDESTE;2025-04-28 01:00:00;37785.751
N;NORTE;2025-04-28 02:00:00;7814.164
NE;NORDESTE;2025-04-28 02:00:00;13306.692
S;SUL;2025-04-28 02:00:00;10126.242
SE;SUDESTE;2025-04-28 02:00:00;36770.379
N;NORTE;2025-04-28 03:00:00;7702.21999999
NE;NORDESTE;2025-04-28 03:00:00;13002.872
S;SUL;2025-04-28 03:00:00;10055.419
SE;SUDESTE;2025-04-28 03:00:00;36322.877
N;NORTE;2025-04-28 04:00:00;7652.83
NE;NORDESTE;2025-04-28 04:00:00;12831.32599999
S;SUL;2025-04-28 04:00:00;10272.949
SE;SUDESTE;2025-04-28 04:00:00;36819.729
N;NORTE;2025-04-28 05:00:00;7720.18999999
NE;NORDESTE;2025-04-28 05:00:00;12696.665
S;SUL;2025-04-28 05:00:00;11083.172
SE;SUDESTE;2025-04-28 05:00:00;39015.905
N;NORTE;2025-04-28 06:00:00;7497.88199999
NE;NORDESTE;2025-04-28 06:00:00;12480.908
S;SUL;2025-04-28 06:00:00;12716.58
SE;SUDESTE;2025-04-28 06:00:00;42175.468
N;NORTE;2025-04-28 07:00:00;7545.758
NE;NORDESTE;2025-04-28 07:00:00;12828.032
S;SUL;2025-04-28 07:00:00;14108.184
SE;SUDESTE;2025-04-28 07:00:00;44741.633
N;NORTE;2025-04-28 08:00:00;7923.944
NE;NORDESTE;2025-04-28 08:00:00;13673.406
S;SUL;2025-04-28 08:00:00;14900.216
SE;SUDESTE;2025-04-28 08:00:00;47031.64299999
N;NORTE;2025-04-28 09:00:00;8025.54599999
NE;NORDESTE;2025-04-28 09:00:00;13919.232
S;SUL;2025-04-28 09:00:00;14729.771
SE;SUDESTE;2025-04-28 09:00:00;48163.785
N;NORTE;2025-04-28 10:00:00;8405.63
NE;NORDESTE;2025-04-28 10:00:00;14263.32699999
S;SUL;2025-04-28 10:00:00;14708.397
SE;SUDESTE;2025-04-28 10:00:00;49923.429
N;NORTE;2025-04-28 11:00:00;8641.32599999
NE;NORDESTE;2025-04-28 11:00:00;14332.871
S;SUL;2025-04-28 11:00:00;14523.016
SE;SUDESTE;2025-04-28 11:00:00;50458.146
N;NORTE;2025-04-28 12:00:00;8569.34699999
NE;NORDESTE;2025-04-28 12:00:00;13887.281
S;SUL;2025-04-28 12:00:00;13326.002
SE;SUDESTE;2025-04-28 12:00:00;48538.88
N;NORTE;2025-04-28 13:00:00;8758.692
NE;NORDESTE;2025-04-28 13:00:00;14250.646
S;SUL;2025-04-28 13:00:00;13752.225
SE;SUDESTE;2025-04-28 13:00:00;49134.56299999
N;NORTE;2025-04-28 14:00:00;8994.072
NE;NORDESTE;2025-04-28 14:00:00;14761.013
S;SUL;2025-04-28 14:00:00;14053.88
SE;SUDESTE;2025-04-28 14:00:00;50193.432
N;NORTE;2025-04-28 15:00:00;9175.25
NE;NORDESTE;2025-04-28 15:00:00;14986.181
S;SUL;2025-04-28 15:00:00;14345.522
SE;SUDESTE;2025-04-28 15:00:00;50189.378
N;NORTE;2025-04-28 16:00:00;8946.854
NE;NORDESTE;2025-04-28 16:00:00;15098.728
S;SUL;2025-04-28 16:00:00;15045.796
SE;SUDESTE;2025-04-28 16:00:00;50543.11499999
N;NORTE;2025-04-28 17:00:00;8581.32199999
NE;NORDESTE;2025-04-28 17:00:00;15059.479
S;SUL;2025-04-28 17:00:00;15438.622
SE;SUDESTE;2025-04-28 17:00:00;50615.489
N;NORTE;2025-04-28 18:00:00;8403.898
NE;NORDESTE;2025-04-28 18:00:00;15281.666
S;SUL;2025-04-28 18:00:00;16507.56499999
SE;SUDESTE;2025-04-28 18:00:00;52793.264
N;NORTE;2025-04-28 19:00:00;8624.819
NE;NORDESTE;2025-04-28 19:00:00;15156.352
S;SUL;2025-04-28 19:00:00;16394.931
SE;SUDESTE;2025-04-28 19:00:00;52467.836
N;NORTE;2025-04-28 20:00:00;8775.563
NE;NORDESTE;2025-04-28 20:00:00;15231.257
S;SUL;2025-04-28 20:00:00;15631.673
SE;SUDESTE;2025-04-28 20:00:00;51580.058
N;NORTE;2025-04-28 21:00:00;8918.519
NE;NORDESTE;2025-04-28 21:00:00;15730.392
S;SUL;2025-04-28 21:00:00;15033.591
SE;SUDESTE;2025-04-28 21:00:00;50277.63699999
N;NORTE;2025-04-28 22:00:00;8934.794
NE;NORDESTE;2025-04-28 22:00:00;15690.038
S;SUL;2025-04-28 22:00:00;14031.828
SE;SUDESTE;2025-04-28 22:00:00;47502.213
N;NORTE;2025-04-28 23:00:00;8801.322
NE;NORDESTE;2025-04-28 23:00:00;15248.48
S;SUL;2025-04-28 23:00:00;12782.229
SE;SUDESTE;2025-04-28 23:00:00;44383.083
N;NORTE;2025-04-29 00:00:00;8708.968
NE;NORDESTE;2025-04-29 00:00:00;14701.256
S;SUL;2025-04-29 00:00:00;11739.433
SE;SUDESTE;2025-04-29 00:00:00;41553.30399999
N;NORTE;2025-04-29 01:00:00;8502.417
NE;NORDESTE;2025-04-29 01:00:00;14279.049
S;SUL;2025-04-29 01:00:00;11168.165
SE;SUDESTE;2025-04-29 01:00:00;39526.052
N;NORTE;2025-04-29 02:00:00;8307.50399999
NE;NORDESTE;2025-04-29 02:00:00;13918.587
S;SUL;2025-04-29 02:00:00;10745.08299999
SE;SUDESTE;2025-04-29 02:00:00;38224.914
N;NORTE;2025-04-29 03:00:00;8105.87199999
NE;NORDESTE;2025-04-29 03:00:00;13645.74399999
S;SUL;2025-04-29 03:00:00;10604.876
SE;SUDESTE;2025-04-29 03:00:00;37759.889
N;NORTE;2025-04-29 04:00:00;7919.38
NE;NORDESTE;2025-04-29 04:00:00;13515.276
S;SUL;2025-04-29 04:00:00;10779.93899999
SE;SUDESTE;2025-04-29 04:00:00;38000.709
N;NORTE;2025-04-29 05:00:00;7809.125
NE;NORDESTE;2025-04-29 05:00:00;13222.056
S;SUL;2025-04-29 05:00:00;11516.304
SE;SUDESTE;2025-04-29 05:00:00;39993.206
N;NORTE;2025-04-29 06:00:00;7587.558
NE;NORDESTE;2025-04-29 06:00:00;12951.519
S;SUL;2025-04-29 06:00:00;13068.7
SE;SUDESTE;2025-04-29 06:00:00;42781.321
N;NORTE;2025-04-29 07:00:00;7589.145
NE;NORDESTE;2025-04-29 07:00:00;13376.455
S;SUL;2025-04-29 07:00:00;14411.447
SE;SUDESTE;2025-04-29 07:00:00;44613.21799999
N;NORTE;2025-04-29 08:00:00;7830.05
NE;NORDESTE;2025-04-29 08:00:00;13899.70299999
S;SUL;2025-04-29 08:00:00;14851.29
SE;SUDESTE;2025-04-29 08:00:00;46343.044
N;NORTE;2025-04-29 09:00:00;7932.901
NE;NORDESTE;2025-04-29 09:00:00;14106.414
S;SUL;2025-04-29 09:00:00;14264.271
SE;SUDESTE;2025-04-29 09:00:00;46704.191
N;NORTE;2025-04-29 10:00:00;8186.933
NE;NORDESTE;2025-04-29 10:00:00;14524.15
S;SUL;2025-04-29 10:00:00;14178.73999999
SE;SUDESTE;2025-04-29 10:00:00;47856.349
N;NORTE;2025-04-29 11:00:00;8349.448
NE;NORDESTE;2025-04-29 11:00:00;14459.312
S;SUL;2025-04-29 11:00:00;14197.492
SE;SUDESTE;2025-04-29 11:00:00;48292.689
N;NORTE;2025-04-29 12:00:00;8309.833
NE;NORDESTE;2025-04-29 12:00:00;14179.12899999
S;SUL;2025-04-29 12:00:00;13103.317
SE;SUDESTE;2025-04-29 12:00:00;46335.82799999
N;NORTE;2025-04-29 13:00:00;8558.163
NE;NORDESTE;2025-04-29 13:00:00;14700.60599999
S;SUL;2025-04-29 13:00:00;13454.798
SE;SUDESTE;2025-04-29 13:00:00;46468.606
N;NORTE;2025-04-29 14:00:00;8798.201
NE;NORDESTE;2025-04-29 14:00:00;15134.42
S;SUL;2025-04-29 14:00:00;13843.6
SE;SUDESTE;2025-04-29 14:00:00;47520.085
N;NORTE;2025-04-29 15:00:00;8906.473
NE;NORDESTE;2025-04-29 15:00:00;15625.971
S;SUL;2025-04-29 15:00:00;14232.49399999
SE;SUDESTE;2025-04-29 15:00:00;47708.798
N;NORTE;2025-04-29 16:00:00;8899.326
NE;NORDESTE;2025-04-29 16:00:00;15848.016
S;SUL;2025-04-29 16:00:00;14960.304
SE;SUDESTE;2025-04-29 16:00:00;48286.166
N;NORTE;2025-04-29 17:00:00;8532.814
NE;NORDESTE;2025-04-29 17:00:00;15694.929
S;SUL;2025-04-29 17:00:00;15563.647
SE;SUDESTE;2025-04-29 17:00:00;48957.75399999
N;NORTE;2025-04-29 18:00:00;8333.91899999
NE;NORDESTE;2025-04-29 18:00:00;15751.135
S;SUL;2025-04-29 18:00:00;16853.864
SE;SUDESTE;2025-04-29 18:00:00;51493.405
N;NORTE;2025-04-29 19:00:00;8478.0
NE;NORDESTE;2025-04-29 19:00:00;15499.991
S;SUL;2025-04-29 19:00:00;16602.981
SE;SUDESTE;2025-04-29 19:00:00;50966.8
N;NORTE;2025-04-29 20:00:00;8637.607
NE;NORDESTE;2025-04-29 20:00:00;15504.468
S;SUL;2025-04-29 20:00:00;15845.751
SE;SUDESTE;2025-04-29 20:00:00;50169.13499999
N;NORTE;2025-04-29 21:00:00;8790.80999999
NE;NORDESTE;2025-04-29 21:00:00;15913.596
S;SUL;2025-04-29 21:00:00;15249.824
SE;SUDESTE;2025-04-29 21:00:00;48960.107
N;NORTE;2025-04-29 22:00:00;8834.956
NE;NORDESTE;2025-04-29 22:00:00;15865.299
S;SUL;2025-04-29 22:00:00;14222.21
SE;SUDESTE;2025-04-29 22:00:00;46191.298
N;NORTE;2025-04-29 23:00:00;8739.972
NE;NORDESTE;2025-04-29 23:00:00;15565.545
S;SUL;2025-04-29 23:00:00;12827.08199999
SE;SUDESTE;2025-04-29 23:00:00;42879.606
N;NORTE;2025-04-30 00:00:00;8532.715
NE;NORDESTE;2025-04-30 00:00:00;14893.007
S;SUL;2025-04-30 00:00:00;11845.742
SE;SUDESTE;2025-04-30 00:00:00;40029.239
N;NORTE;2025-04-30 01:00:00;8284.375
NE;NORDESTE;2025-04-30 01:00:00;14433.165
S;SUL;2025-04-30 01:00:00;11137.435
SE;SUDESTE;2025-04-30 01:00:00;37991.185
N;NORTE;2025-04-30 02:00:00;8032.964
NE;NORDESTE;2025-04-30 02:00:00;14065.853
S;SUL;2025-04-30 02:00:00;10789.804
SE;SUDESTE;2025-04-30 02:00:00;36837.775
N;NORTE;2025-04-30 03:00:00;7890.571
NE;NORDESTE;2025-04-30 03:00:00;13814.63399999
S;SUL;2025-04-30 03:00:00;10655.56199999
SE;SUDESTE;2025-04-30 03:00:00;36260.39699999
N;NORTE;2025-04-30 04:00:00;7846.02899999
NE;NORDESTE;2025-04-30 04:00:00;13718.23799999
S;SUL;2025-04-30 04:00:00;10798.009
SE;SUDESTE;2025-04-30 04:00:00;36548.14299999
N;NORTE;2025-04-30 05:00:00;7805.76
NE;NORDESTE;2025-04-30 05:00:00;13404.875
S;SUL;2025-04-30 05:00:00;11564.594
SE;SUDESTE;2025-04-30 05:00:00;38482.072
N;NORTE;2025-04-30 06:00:00;7561.68799999
NE;NORDESTE;2025-04-30 06:00:00;13012.345
S;SUL;2025-04-30 06:00:00;13117.566
SE;SUDESTE;2025-04-30 06:00:00;41294.64499999
N;NORTE;2025-04-30 07:00:00;7559.278
NE;NORDESTE;2025-04-30 07:00:00;12964.561
S;SUL;2025-04-30 07:00:00;14601.43799999
SE;SUDESTE;2025-04-30 07:00:00;43377.36
N;NORTE;2025-04-30 08:00:00;7826.02
NE;NORDESTE;2025-04-30 08:00:00;13569.83999999
S;SUL;2025-04-30 08:00:00;15091.271
SE;SUDESTE;2025-04-30 08:00:00;44384.861
N;NORTE;2025-04-30 09:00:00;8092.387
NE;NORDESTE;2025-04-30 09:00:00;13779.447
S;SUL;2025-04-30 09:00:00;14716.469
SE;SUDESTE;2025-04-30 09:00:00;44488.698
N;NORTE;2025-04-30 10:00:00;8421.34299999
NE;NORDESTE;2025-04-30 10:00:00;13985.19899999
S;SUL;2025-04-30 10:00:00;14683.553
