id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2025-01-20 00:00:00;17256.355;1382.69;92.362;0.0;7834.342;10897.06499999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 00:00:00;72331.563;5445.205;3387.864;1.0;80837.59;328.04
SE;SUDESTE/CENTRO-OESTE;2025-01-20 00:00:00;40899.90399999;3246.57699999;3.0;0.0;44974.76399999;-825.28299999
S;SUL;2025-01-20 00:00:00;10762.37;420.91;900.178;1.0;14672.081;-2587.623
NE;NORDESTE;2025-01-20 01:00:00;3334.401;390.903;1978.27799999;0.0;13060.704;-7357.122
N;NORTE;2025-01-20 01:00:00;17245.291;1382.755;111.82;0.0;7743.885;10995.981
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 01:00:00;69462.059;5552.76;2865.711;1.0;77881.53;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 01:00:00;38461.069;3246.107;2.0;0.0;43097.36;-1388.184
S;SUL;2025-01-20 01:00:00;10421.29799999;532.995;773.613;1.0;13979.58099999;-2250.675
NE;NORDESTE;2025-01-20 02:00:00;3338.39;386.505;1731.171;0.0;12763.8;-7307.734
N;NORTE;2025-01-20 02:00:00;17254.969;1385.213;69.014;0.0;7620.65299999;11088.543
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 02:00:00;67645.365;5649.969;2531.884;1.0;75828.22;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 02:00:00;37037.74899999;3241.376;2.0;0.0;41944.837;-1663.712
S;SUL;2025-01-20 02:00:00;10014.257;636.875;729.699;1.0;13498.928;-2117.097
NE;NORDESTE;2025-01-20 03:00:00;3349.941;393.38899999;1694.159;0.0;12546.802;-7109.313
N;NORTE;2025-01-20 03:00:00;17269.38199999;1384.696;70.858;0.0;7556.01299999;11168.923
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 03:00:00;66427.11;5651.357;2442.093;1.0;74521.56;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 03:00:00;35902.26199999;3236.7;2.0;0.0;41192.10099999;-2051.13899999
S;SUL;2025-01-20 03:00:00;9905.52499999;636.572;675.076;1.0;13226.64399999;-2008.471
NE;NORDESTE;2025-01-20 04:00:00;3345.892;389.576;1578.633;0.757;12453.298;-7138.44
N;NORTE;2025-01-20 04:00:00;17254.758;1369.47199999;37.193;0.0;7438.649;11222.774
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 04:00:00;66261.255;5631.251;2387.325;1.757;74281.59;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 04:00:00;35674.71899999;3242.47799999;2.0;0.0;41211.278;-2292.081
S;SUL;2025-01-20 04:00:00;9985.886;629.725;769.499;1.0;13178.363;-1792.253
NE;NORDESTE;2025-01-20 05:00:00;3097.814;387.198;1822.76199999;166.793;12031.886;-6557.319
N;NORTE;2025-01-20 05:00:00;17120.247;1378.399;25.519;4.029;7371.199;11156.995
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 05:00:00;65848.094;5651.116;2727.971;421.052;74648.23;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 05:00:00;35917.709;3249.653;2.0;219.958;41699.93;-2310.60999999
S;SUL;2025-01-20 05:00:00;9712.324;635.866;877.69;30.272;13545.218;-2289.06599999
NE;NORDESTE;2025-01-20 06:00:00;2948.805;395.112;1773.024;2040.72799999;11720.464;-4562.795
N;NORTE;2025-01-20 06:00:00;16644.68;1378.036;2.83;100.139;7199.012;10926.67299999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 06:00:00;62624.683;5517.15;2708.454;6040.103;76890.39;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 06:00:00;34173.82;3249.568;2.0;3476.625;43701.948;-2799.93499999
S;SUL;2025-01-20 06:00:00;8857.378;494.434;930.6;422.611;14268.966;-3563.943
NE;NORDESTE;2025-01-20 07:00:00;2824.248;393.801;1398.813;5013.88099999;12137.569;-2506.826
N;NORTE;2025-01-20 07:00:00;15370.719;1377.1;11.065;396.254;7149.32899999;10005.809
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 07:00:00;58556.855;5444.995;2308.797;16123.886;82434.53;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 07:00:00;31820.29699999;3272.94299999;2.0;9489.17;46960.16799999;-2375.75799999
S;SUL;2025-01-20 07:00:00;8541.591;401.151;896.919;1224.581;16187.467;-5123.225
NE;NORDESTE;2025-01-20 08:00:00;2831.724;390.137;1467.13999999;6637.649;12675.81;-1349.16
N;NORTE;2025-01-20 08:00:00;13435.205;1375.185;5.72;751.52799999;7341.67199999;8225.966
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 08:00:00;56637.495;5410.001;2292.33;23175.951;87515.78;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 08:00:00;29921.422;3239.86599999;2.0;13658.83899999;49672.842;-2850.71499999
S;SUL;2025-01-20 08:00:00;10449.144;404.813;817.47;2127.935;17825.45299999;-4026.091
NE;NORDESTE;2025-01-20 09:00:00;2831.67599999;386.19399999;1288.747;8269.857;12811.76;-35.286
N;NORTE;2025-01-20 09:00:00;11593.183;1376.973;165.31;1088.314;7418.81099999;6804.969
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 09:00:00;53584.06;5291.476;2278.11;28883.709;90037.36;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 09:00:00;28782.938;3118.961;2.0;16414.16;51350.674;-3032.615
S;SUL;2025-01-20 09:00:00;10376.26299999;409.34799999;822.05299999;3111.378;18456.10999999;-3737.068
NE;NORDESTE;2025-01-20 10:00:00;2837.411;381.303;1183.529;9059.68199999;12841.21899999;620.706
N;NORTE;2025-01-20 10:00:00;11039.762;1370.656;27.261;1429.99699999;7586.38999999;6281.286
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 10:00:00;52830.829;5349.789;2042.309;32221.884;92444.81;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 10:00:00;28574.616;3197.63299999;2.0;17817.31499999;53065.671;-3474.107
S;SUL;2025-01-20 10:00:00;10379.04;400.197;829.519;3914.89;18951.531;-3427.885
NE;NORDESTE;2025-01-20 11:00:00;2835.056;384.979;1443.157;9302.59299999;12635.845;1329.94
N;NORTE;2025-01-20 11:00:00;10729.695;1318.8;39.199;1617.709;7634.606;6070.797
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 11:00:00;52126.844;5526.894;2317.264;33345.22;93316.22;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 11:00:00;29115.385;3419.98199999;2.0;18422.524;54272.762;-3312.871
S;SUL;2025-01-20 11:00:00;9446.70799999;403.13299999;832.908;4002.394;18773.00899999;-4087.866
NE;NORDESTE;2025-01-20 12:00:00;2835.157;388.508;1846.31;9067.12099999;12402.437;1734.659
N;NORTE;2025-01-20 12:00:00;10395.70999999;1299.428;80.589;1641.376;7762.74399999;5654.359
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 12:00:00;51424.566;5710.434;2724.215;32390.02;92249.24;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 12:00:00;29533.017;3610.786;2.0;17987.971;54536.115;-3402.341
S;SUL;2025-01-20 12:00:00;8660.68199999;411.712;795.316;3693.55199999;17547.93899999;-3986.677
NE;NORDESTE;2025-01-20 13:00:00;2843.948;397.296;2476.14799999;9029.038;12775.54;1970.89
N;NORTE;2025-01-20 13:00:00;10729.789;1292.887;115.52;1467.982;7822.898;5783.28
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 13:00:00;54049.325;5764.516;3431.433;31891.019;95136.29;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 13:00:00;31426.69899999;3655.89;2.5;17540.467;55673.219;-3047.663
S;SUL;2025-01-20 13:00:00;9048.88899999;418.443;837.265;3853.532;18864.63599999;-4706.50699999
NE;NORDESTE;2025-01-20 14:00:00;3323.256;390.895;2835.969;7476.03599999;13166.086;860.07
N;NORTE;2025-01-20 14:00:00;11726.056;1318.21099999;106.073;1234.22;8028.38299999;6356.177
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 14:00:00;58905.769;5986.043;3734.453;28322.565;96948.83;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 14:00:00;34072.11;3863.15399999;3.0;15865.63099999;56000.576;-2196.681
S;SUL;2025-01-20 14:00:00;9784.34699999;413.783;789.411;3746.678;19753.78499999;-5019.566
NE;NORDESTE;2025-01-20 15:00:00;4091.562;420.618;3637.226;5603.138;13418.762;333.782
N;NORTE;2025-01-20 15:00:00;13487.248;1448.558;76.902;970.101;8150.58;7832.229
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 15:00:00;63177.807;6429.403;4468.415;23293.38;97136.23;232.78
SE;SUDESTE/CENTRO-OESTE;2025-01-20 15:00:00;35546.94399999;4165.162;3.0;13755.158;55933.56499999;-2463.301
S;SUL;2025-01-20 15:00:00;10052.053;395.065;751.287;2964.983;19633.321;-5469.933
NE;NORDESTE;2025-01-20 16:00:00;5403.41099999;548.064;2755.977;3067.51799999;13639.694;-1864.724
N;NORTE;2025-01-20 16:00:00;16121.997;1494.61299999;14.622;618.377;8069.494;10180.115
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 16:00:00;71424.204;6749.713;3531.32;15223.722;96665.96;263.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 16:00:00;39065.407;4303.47099999;3.0;9457.05899999;55686.80999999;-2857.87299999
S;SUL;2025-01-20 16:00:00;10833.38899999;403.565;757.721;2080.768;19269.963;-5194.52
NE;NORDESTE;2025-01-20 17:00:00;6288.145;683.411;2851.801;809.88799999;13526.93599999;-2893.691
N;NORTE;2025-01-20 17:00:00;17288.19;1506.367;0.022;260.509;7878.095;11176.99299999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 17:00:00;76312.617;6961.158;3617.339;6634.441;93262.56;262.99
SE;SUDESTE/CENTRO-OESTE;2025-01-20 17:00:00;41888.909;4370.903;3.0;4330.262;53663.535;-3070.46099999
S;SUL;2025-01-20 17:00:00;10847.373;400.477;762.516;1233.782;18193.997;-4949.849
NE;NORDESTE;2025-01-20 18:00:00;6738.627;867.019;3353.023;18.417;14277.143;-3300.057
N;NORTE;2025-01-20 18:00:00;17366.033;1514.185;0.06;40.971;7690.088;11231.161
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 18:00:00;78636.827;7645.879;4130.343;1014.446;91407.76;19.73
SE;SUDESTE/CENTRO-OESTE;2025-01-20 18:00:00;43651.45799999;4853.71;3.0;578.41699999;52639.00799999;-3552.423
S;SUL;2025-01-20 18:00:00;10880.709;410.965;774.26;376.641;16801.523;-4358.94799999
NE;NORDESTE;2025-01-20 19:00:00;6751.602;912.6;3670.82999999;0.099;14553.532;-3218.401
N;NORTE;2025-01-20 19:00:00;17413.011;1520.593;0.393;2.924;7931.187;11005.734
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 19:00:00;83103.374;7959.863;4430.934;56.28;95550.45;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 19:00:00;46298.865;5119.529;3.0;44.886;55546.464;-4080.184
S;SUL;2025-01-20 19:00:00;12639.896;407.141;756.711;8.37099999;17519.26799999;-3707.149
NE;NORDESTE;2025-01-20 20:00:00;6665.553;917.022;4015.474;0.0;14565.132;-2967.083
N;NORTE;2025-01-20 20:00:00;17397.515;1512.245;0.081;0.0;8043.20199999;10866.63899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 20:00:00;84767.839;7671.397;4831.08;1.0;97271.32;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 20:00:00;46989.25699999;4839.949;3.0;0.0;56367.71199999;-4535.50599999
S;SUL;2025-01-20 20:00:00;13715.514;402.181;812.525;1.0;18295.27;-3364.05
NE;NORDESTE;2025-01-20 21:00:00;6505.802;876.565;4352.389;0.0;14951.76;-3217.004
N;NORTE;2025-01-20 21:00:00;17394.233;1508.691;0.0;0.0;8210.248;10692.676
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 21:00:00;84848.017;7635.338;5227.752;1.0;97712.11;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-20 21:00:00;47122.416;4845.169;3.0;0.0;56288.65399999;-4318.06899999
S;SUL;2025-01-20 21:00:00;13825.566;404.913;872.363;1.0;18261.445;-3157.603
NE;NORDESTE;2025-01-20 22:00:00;6301.69899999;867.229;3933.249;0.0;14932.991;-3830.814
N;NORTE;2025-01-20 22:00:00;17369.67199999;1509.358;0.0;0.0;8334.30599999;10544.724
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 22:00:00;83896.83;7145.356;4900.521;1.0;95717.84;225.87
SE;SUDESTE/CENTRO-OESTE;2025-01-20 22:00:00;46725.095;4379.063;3.0;0.0;54777.952;-3670.794
S;SUL;2025-01-20 22:00:00;13500.364;389.706;964.272;1.0;17672.587;-2817.245
NE;NORDESTE;2025-01-20 23:00:00;5789.257;626.451;3236.48;0.0;14598.484;-4946.296
N;NORTE;2025-01-20 23:00:00;17391.93599999;1515.707;0.041;0.0;8314.57299999;10593.111
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-20 23:00:00;81967.967;5784.177;4134.996;1.0;91553.99;334.16
SE;SUDESTE/CENTRO-OESTE;2025-01-20 23:00:00;45496.94599999;3247.176;3.0;0.0;52163.94599999;-3416.824
S;SUL;2025-01-20 23:00:00;13289.828;394.843;895.475;1.0;16476.982;-1895.836
NE;NORDESTE;2025-01-21 00:00:00;4313.93499999;405.745;2830.768;0.0;14076.321;-6525.873
N;NORTE;2025-01-21 00:00:00;17396.435;1478.608;0.894;0.0;8204.984;10670.953
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 00:00:00;77788.158;5513.61;3535.331;1.0;86838.1;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 00:00:00;42972.26399999;3238.93999999;3.0;0.0;49331.62399999;-3117.42
S;SUL;2025-01-21 00:00:00;13105.524;390.317;700.669;1.0;15225.17;-1027.66
NE;NORDESTE;2025-01-21 01:00:00;3668.06099999;412.611;2394.60699999;0.0;13668.87699999;-7193.598
N;NORTE;2025-01-21 01:00:00;17378.355;1457.887;0.916;0.0;8102.27999999;10734.878
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 01:00:00;74549.551;5506.154;3128.203;1.0;83184.91;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 01:00:00;41110.35299999;3248.89299999;2.0;0.0;47062.74399999;-2701.49799999
S;SUL;2025-01-21 01:00:00;12392.782;386.763;730.68;1.0;14351.007;-839.782
NE;NORDESTE;2025-01-21 02:00:00;3432.12699999;412.872;2148.502;0.0;13311.73;-7318.22899999
N;NORTE;2025-01-21 02:00:00;17396.008;1449.724;0.01;0.0;7941.29499999;10904.447
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 02:00:00;72270.699;5514.539;2862.64;1.0;80648.88;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 02:00:00;40379.93699999;3264.65099999;2.0;0.0;45631.73599999;-1985.148
S;SUL;2025-01-21 02:00:00;11062.627;387.292;712.128;1.0;13764.117;-1601.07
NE;NORDESTE;2025-01-21 03:00:00;3340.204;415.919;2082.42999999;0.0;13071.837;-7233.284
N;NORTE;2025-01-21 03:00:00;17384.888;1438.17099999;0.0;0.0;7810.992;11012.067
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 03:00:00;70805.28;5485.721;2729.305;1.0;79021.31;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 03:00:00;39529.94399999;3244.076;2.0;0.0;44742.52299999;-1966.50299999
S;SUL;2025-01-21 03:00:00;10550.244;387.55499999;644.875;1.0;13395.954;-1812.28
NE;NORDESTE;2025-01-21 04:00:00;3370.521;414.908;1924.48999999;1.864;12960.337;-7248.554
N;NORTE;2025-01-21 04:00:00;17416.455;1433.068;0.0;0.0;7707.194;11142.329
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 04:00:00;70459.075;5466.866;2534.517;2.864;78463.32;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 04:00:00;39584.40699999;3230.75699999;2.0;0.0;44509.83699999;-1692.67299999
S;SUL;2025-01-21 04:00:00;10087.69199999;388.133;608.027;1.0;13285.95399999;-2201.102
NE;NORDESTE;2025-01-21 05:00:00;3266.533;413.744;1806.759;223.34599999;12536.52799999;-6826.146
N;NORTE;2025-01-21 05:00:00;17379.733;1412.184;0.0;4.269;7621.536;11174.65
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 05:00:00;70217.244;5468.368;2315.612;500.981;78502.21;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 05:00:00;39367.302;3254.787;2.0;225.58899999;44765.113;-1915.435
S;SUL;2025-01-21 05:00:00;10203.676;387.653;506.853;47.777;13579.028;-2433.069
NE;NORDESTE;2025-01-21 06:00:00;3230.843;406.612;1584.015;2777.435;12187.481;-4188.576
N;NORTE;2025-01-21 06:00:00;15999.931;1451.837;0.111;105.053;7269.215;10287.717
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 06:00:00;66085.206;5518.033;2106.985;6605.613;80315.84;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 06:00:00;38054.36999999;3272.957;2.0;3178.27;46546.26999999;-2038.673
S;SUL;2025-01-21 06:00:00;8800.062;386.627;520.859;544.855;14312.871;-4060.468
NE;NORDESTE;2025-01-21 07:00:00;2882.398;413.044;1285.22899999;6698.221;12500.331;-1221.43899999
N;NORTE;2025-01-21 07:00:00;13776.957;1518.238;0.04;396.63899999;7183.749;8508.125
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 07:00:00;60380.459;5599.826;1684.999;17993.524;85658.81;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 07:00:00;34777.426;3281.74099999;2.0;9386.31;50022.64;-2575.163
S;SUL;2025-01-21 07:00:00;8943.678;386.803;397.73;1512.354;15952.088;-4711.523
NE;NORDESTE;2025-01-21 08:00:00;2827.49799999;410.552;1233.962;8274.116;13011.774;-265.64599999
N;NORTE;2025-01-21 08:00:00;10987.75499999;1464.402;0.0;717.468;7319.264;5850.361
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 08:00:00;57854.106;5542.283;1671.712;25557.964;90626.07;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 08:00:00;33411.10699999;3280.49999999;2.0;13962.601;53207.01799999;-2550.80999999
S;SUL;2025-01-21 08:00:00;10627.746;386.82899999;435.75;2603.779;17088.009;-3033.905
NE;NORDESTE;2025-01-21 09:00:00;2817.93;409.648;1363.56299999;10008.70199999;13163.65199999;1436.191
N;NORTE;2025-01-21 09:00:00;9602.812;1426.177;0.0;1026.58;7507.205;4548.36399999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 09:00:00;54669.986;5497.044;1807.968;31241.562;93216.56;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 09:00:00;32026.762;3274.47499999;2.0;16696.52099999;55001.905;-3002.14699999
S;SUL;2025-01-21 09:00:00;10222.48199999;386.744;442.405;3509.759;17543.798;-2982.408
NE;NORDESTE;2025-01-21 10:00:00;2830.443;413.736;1871.454;10613.439;13529.177;2199.895
N;NORTE;2025-01-21 10:00:00;8898.41499999;1423.807;0.384;1354.01999999;7701.391;3975.23499999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 10:00:00;53943.836;5512.21;2322.709;34473.861;96252.62;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 10:00:00;31818.42999999;3287.83199999;2.0;18372.84799999;56860.86499999;-3379.75499999
S;SUL;2025-01-21 10:00:00;10396.548;386.835;448.871;4133.554;18161.183;-2795.375
NE;NORDESTE;2025-01-21 11:00:00;2821.32299999;408.082;2017.717;10794.856;13604.111;2437.867
N;NORTE;2025-01-21 11:00:00;8584.95899999;1420.527;5.236;1619.182;7711.795;3918.109
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 11:00:00;53679.161;5485.576;2498.707;36000.355;97663.8;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 11:00:00;32126.49399999;3269.87499999;2.0;19019.022;57957.31699999;-3539.926
S;SUL;2025-01-21 11:00:00;10146.385;387.092;473.754;4567.295;18390.576;-2816.05
NE;NORDESTE;2025-01-21 12:00:00;2815.61;407.169;2386.184;10612.56;13293.775;2927.748
N;NORTE;2025-01-21 12:00:00;8011.771;1415.806;23.972;1642.009;7698.717;3394.84099999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 12:00:00;52022.98;5476.2;2882.332;35753.701;96135.21;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 12:00:00;31956.351;3266.632;2.0;18871.18;57733.038;-3636.875
S;SUL;2025-01-21 12:00:00;9239.24799999;386.59299999;470.17599999;4627.952;17409.68299999;-2685.714
NE;NORDESTE;2025-01-21 13:00:00;2898.307;411.221;3043.762;9837.80699999;13565.28299999;2625.814
N;NORTE;2025-01-21 13:00:00;9309.841;1412.928;67.33;1464.13199999;7884.985;4369.246
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 13:00:00;56254.404;5486.277;3551.414;33661.802;98953.9;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 13:00:00;33722.96599999;3275.546;2.5;17817.49099999;59044.82799999;-4226.32499999
S;SUL;2025-01-21 13:00:00;10323.28999999;386.582;437.822;4542.37199999;18458.801;-2768.735
NE;NORDESTE;2025-01-21 14:00:00;3150.693;410.46799999;3824.288;8722.18199999;13776.338;2331.293
N;NORTE;2025-01-21 14:00:00;10680.009;1403.469;95.885;1130.461;7865.87699999;5443.947
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 14:00:00;60197.448;5480.427;4356.405;30170.992;100205.27;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 14:00:00;35389.56099999;3279.979;3.0;16198.796;59603.594;-4732.258
S;SUL;2025-01-21 14:00:00;10977.185;386.511;433.232;4119.553;18959.463;-3042.982
NE;NORDESTE;2025-01-21 15:00:00;3553.074;414.392;5080.83499999;7460.369;13996.479;2512.191
N;NORTE;2025-01-21 15:00:00;12057.582;1411.474;90.768;877.513;7804.933;6632.404
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 15:00:00;64305.745;5503.594;5696.822;24758.72;100264.88;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 15:00:00;37247.43099999;3291.771;3.0;13079.061;59425.739;-5804.476
S;SUL;2025-01-21 15:00:00;11447.658;385.957;522.219;3341.777;19037.73;-3340.119
NE;NORDESTE;2025-01-21 16:00:00;4484.124;410.924;6249.827;5148.92699999;14142.275;2151.527
N;NORTE;2025-01-21 16:00:00;14343.525;1413.74699999;100.118;577.633;7818.776;8616.24699999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 16:00:00;70137.006;5487.029;6971.267;17054.811;99498.83;151.28
SE;SUDESTE/CENTRO-OESTE;2025-01-21 16:00:00;39544.59599999;3276.349;3.0;8944.02999999;58435.00299999;-6667.02799999
S;SUL;2025-01-21 16:00:00;11764.76099999;386.009;618.322;2384.221;19102.77499999;-3949.462
NE;NORDESTE;2025-01-21 17:00:00;5940.844;412.564;6833.614;1802.997;13903.378;1086.64099999
N;NORTE;2025-01-21 17:00:00;16051.806;1416.353;90.559;241.53699999;7606.303;10193.952
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 17:00:00;75277.641;5501.531;7373.575;7569.216;95358.94;363.03
SE;SUDESTE/CENTRO-OESTE;2025-01-21 17:00:00;41797.303;3284.808;3.0;4185.392;55549.664;-6279.161
S;SUL;2025-01-21 17:00:00;11487.68799999;387.806;446.402;1339.29;18299.59299999;-4638.407
NE;NORDESTE;2025-01-21 18:00:00;6542.581;445.756;7126.503;100.924;14328.306;-112.54199999
N;NORTE;2025-01-21 18:00:00;16518.131;1421.13;121.545;36.338;7449.701;10647.44299999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 18:00:00;79206.956;5641.944;7615.443;1244.207;93345.54;363.01
SE;SUDESTE/CENTRO-OESTE;2025-01-21 18:00:00;43938.16799999;3386.18;3.0;677.12799999;54374.14599999;-6369.67
S;SUL;2025-01-21 18:00:00;12208.076;388.878;364.395;429.817;17193.39;-3802.224
NE;NORDESTE;2025-01-21 19:00:00;6754.305;562.80199999;7122.328;2.428;14663.48;-221.61699999
N;NORTE;2025-01-21 19:00:00;17094.47;1432.43999999;127.573;2.189;7784.05299999;10872.619
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 19:00:00;83997.389;5914.9;7617.257;20.659;97187.17;363.03
SE;SUDESTE/CENTRO-OESTE;2025-01-21 19:00:00;46702.27999999;3521.785;3.0;5.532;56855.06999999;-6622.473
S;SUL;2025-01-21 19:00:00;13446.334;397.873;364.356;10.51;17884.571;-3665.498
NE;NORDESTE;2025-01-21 20:00:00;6809.92499999;564.891;7431.105;0.0;14695.73;110.19099999
N;NORTE;2025-01-21 20:00:00;17300.752;1456.39;143.82;0.001;7916.184;10984.77899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 20:00:00;85481.119;5951.686;7962.247;1.001;99033.05;363.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 20:00:00;47822.86999999;3534.294;3.0;0.0;57621.39699999;-6261.23299999
S;SUL;2025-01-21 20:00:00;13547.57199999;396.111;384.322;1.0;18799.74299999;-4470.738
NE;NORDESTE;2025-01-21 21:00:00;6696.13899999;518.92499999;7562.73199999;0.0;15156.47999999;-378.68399999
N;NORTE;2025-01-21 21:00:00;17302.65099999;1477.814;115.792;0.0;8095.02499999;10801.232
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 21:00:00;85895.758;5918.397;8059.367;1.0;99511.54;362.99
SE;SUDESTE/CENTRO-OESTE;2025-01-21 21:00:00;48099.69499999;3532.946;3.0;0.0;57345.53399999;-5709.89299999
S;SUL;2025-01-21 21:00:00;13797.273;388.712;377.84299999;1.0;18914.497;-4349.669
NE;NORDESTE;2025-01-21 22:00:00;6345.063;517.554;7632.131;0.0;15117.319;-622.57099999
N;NORTE;2025-01-21 22:00:00;17297.908;1491.881;147.125;0.0;8202.126;10734.788
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 22:00:00;83925.553;5777.539;8151.988;1.0;97516.6;339.48
SE;SUDESTE/CENTRO-OESTE;2025-01-21 22:00:00;46754.443;3382.018;3.0;0.0;55900.22199999;-5760.761
S;SUL;2025-01-21 22:00:00;13528.139;386.086;369.732;1.0;18296.932;-4011.975
NE;NORDESTE;2025-01-21 23:00:00;5452.842;517.689;7871.86;0.0;14688.098;-845.70699999
N;NORTE;2025-01-21 23:00:00;17306.16;1501.978;189.836;0.0;8173.043;10824.931
SIN;SISTEMA INTERLIGADO NACIONAL;2025-01-21 23:00:00;78956.524;5653.636;8390.868;1.0;93002.03;0.0
SE;SUDESTE/CENTRO-OESTE;2025-01-21 23:00:00;43279.017;3247.952;3.0;0.0;53172.566;-6642.597
S;SUL;2025-01-21 23:00:00;12918.505;386.017;326.17199999;1.0;16968.321;-3336.627
NE;NORDESTE;2025-01-22 00:00:00;4041.192;513.85;7800.735;0.0;14512.939;-2157.162
N;NORTE;2025-01-22 00:00:00;17306.086;1519.202;163.57499999;0.0;8100.423;10888.43999999
