id_subsistema;nom_subsistema;din_instante;val_gerhidraulica;val_gertermica;val_gereolica;val_gersolar;val_carga;val_intercambio
N;NORTE;2025-05-03 06:00:00;11385.874;847.525;110.011;179.569;7408.619;5114.36
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 06:00:00;40009.288;7657.326;13482.628;3638.213;64578.08;209.37
SE;SUDESTE/CENTRO-OESTE;2025-05-03 06:00:00;23497.942;5856.448;3.0;1134.471;34500.85;-4008.989
S;SUL;2025-05-03 06:00:00;2499.791;690.908;128.382;46.206;10692.184;-7326.897
NE;NORDESTE;2025-05-03 07:00:00;2407.783;261.632;10339.50199999;3611.66;11795.249;4825.328
N;NORTE;2025-05-03 07:00:00;10445.72499999;847.125;78.919;631.185;7356.50099999;4646.453
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 07:00:00;38612.322;7666.621;10546.312;9592.498;66129.08;288.67
SE;SUDESTE/CENTRO-OESTE;2025-05-03 07:00:00;22855.124;5867.894;3.0;4729.67999999;35653.316;-2197.618
S;SUL;2025-05-03 07:00:00;2903.69;689.97;124.891;619.97299999;11324.014;-6985.49
NE;NORDESTE;2025-05-03 08:00:00;2350.01299999;260.84;8643.61199999;4801.647;11918.61999999;4137.492
N;NORTE;2025-05-03 08:00:00;8754.61199999;847.162;39.036;1134.737;7518.67999999;3256.867
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 08:00:00;35909.885;7650.127;8785.474;15808.734;67865.05;289.17
SE;SUDESTE/CENTRO-OESTE;2025-05-03 08:00:00;21926.92899999;5860.981;3.0;8119.384;36519.56;-609.26599999
S;SUL;2025-05-03 08:00:00;2878.331;681.144;99.826;1752.966;11908.193;-6495.926
NE;NORDESTE;2025-05-03 09:00:00;2366.695;260.696;6438.241;5663.12699999;11886.049;2842.71
N;NORTE;2025-05-03 09:00:00;8170.911;847.999;26.466;1565.866;7630.96;2980.282
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 09:00:00;33826.033;7648.633;6532.347;20963.255;68681.01;289.26
SE;SUDESTE/CENTRO-OESTE;2025-05-03 09:00:00;20794.30499999;5850.411;3.0;10843.616;37251.33699999;239.99499999
S;SUL;2025-05-03 09:00:00;2494.122;689.527;64.64;2890.646;11912.663;-5773.728
NE;NORDESTE;2025-05-03 10:00:00;2415.231;254.951;5435.09699999;6228.59799999;12099.40899999;2234.46799999
N;NORTE;2025-05-03 10:00:00;8198.846;842.70999999;26.265;1857.793;7733.88599999;3191.728
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 10:00:00;32625.643;7664.721;5501.988;24429.873;69932.91;289.32
SE;SUDESTE/CENTRO-OESTE;2025-05-03 10:00:00;20017.602;5832.02099999;3.0;12582.363;38192.965;242.02099999
S;SUL;2025-05-03 10:00:00;1993.964;735.039;37.626;3761.11899999;11906.649;-5378.901
NE;NORDESTE;2025-05-03 11:00:00;2475.984;256.3;4557.741;6594.284;12152.128;1732.181
N;NORTE;2025-05-03 11:00:00;8110.357;845.626;26.294;1993.089;7759.587;3215.779
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 11:00:00;32309.54;7774.563;4614.713;26383.479;70792.98;289.32
SE;SUDESTE/CENTRO-OESTE;2025-05-03 11:00:00;19968.3;5866.85;3.0;13567.105;39018.331;386.924
S;SUL;2025-05-03 11:00:00;1754.899;805.787;27.678;4229.001;11862.931;-5045.566
NE;NORDESTE;2025-05-03 12:00:00;2425.77599999;257.931;4308.04;6711.314;11854.536;1848.525
N;NORTE;2025-05-03 12:00:00;8240.33299999;842.306;31.629;2037.667;7733.59799999;3418.337
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 12:00:00;32249.351;7729.186;4365.689;26702.966;70567.35;479.84
SE;SUDESTE/CENTRO-OESTE;2025-05-03 12:00:00;19970.399;5862.729;3.0;13704.594;39549.904;-9.18199999
S;SUL;2025-05-03 12:00:00;1612.84299999;766.22;23.01999999;4249.39099999;11429.311;-4777.837
NE;NORDESTE;2025-05-03 13:00:00;2411.21;259.792;5070.96599999;6663.59899999;11676.90299999;2728.66399999
N;NORTE;2025-05-03 13:00:00;8253.398;839.473;55.728;1852.648;7875.886;3125.361
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 13:00:00;32564.185;7618.916;5157.506;25337.202;70179.34;498.47
SE;SUDESTE/CENTRO-OESTE;2025-05-03 13:00:00;20289.15099999;5835.813;3.0;12958.93399999;39553.91099999;-467.01299999
S;SUL;2025-05-03 13:00:00;1610.426;683.838;27.81199999;3862.021;11072.63599999;-4888.539
NE;NORDESTE;2025-05-03 14:00:00;2390.942;261.189;6864.78099999;6568.907;11767.93;4317.889
N;NORTE;2025-05-03 14:00:00;8234.54;838.468;198.514;1541.88199999;7932.538;2880.866
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 14:00:00;32689.591;7566.687;7099.613;22712.959;69678.2;390.65
SE;SUDESTE/CENTRO-OESTE;2025-05-03 14:00:00;20413.091;5774.069;3.0;11507.351;39121.303;-1423.792
S;SUL;2025-05-03 14:00:00;1651.018;692.961;33.318;3094.819;10856.427;-5384.31099999
NE;NORDESTE;2025-05-03 15:00:00;2426.34399999;260.951;8360.135;5865.71799999;11948.07399999;4965.074
N;NORTE;2025-05-03 15:00:00;9186.31;844.464;227.202;1138.106;7977.45499999;3418.627
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 15:00:00;35168.469;7770.181;8616.907;18893.252;70158.85;289.96
SE;SUDESTE/CENTRO-OESTE;2025-05-03 15:00:00;21137.98999999;5925.359;3.0;9786.91;39125.555;-2272.296
S;SUL;2025-05-03 15:00:00;2417.825;739.407;26.57;2102.518;11107.77;-5821.45
NE;NORDESTE;2025-05-03 16:00:00;3120.34999999;266.694;9784.339;3195.077;12503.757;3862.703
N;NORTE;2025-05-03 16:00:00;11751.484;845.982;233.745;614.064;7992.067;5453.20799999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 16:00:00;44026.95;8179.515;10049.447;10690.76;72656.73;289.94
SE;SUDESTE/CENTRO-OESTE;2025-05-03 16:00:00;25268.118;6294.159;3.0;5904.204;40275.40799999;-2805.92699999
S;SUL;2025-05-03 16:00:00;3886.998;772.68;28.363;977.415;11885.501;-6220.045
NE;NORDESTE;2025-05-03 17:00:00;4218.463;263.3;12836.675;259.80399999;13661.998;3916.244
N;NORTE;2025-05-03 17:00:00;15240.327;851.068;152.977;190.163;8117.384;8317.151
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 17:00:00;55592.334;8806.156;13022.924;1394.295;78525.84;289.87
SE;SUDESTE/CENTRO-OESTE;2025-05-03 17:00:00;31171.187;6968.32799999;3.0;791.44199999;43570.467;-4636.51
S;SUL;2025-05-03 17:00:00;4962.357;723.45999999;30.272;152.886;13175.995;-7307.02
NE;NORDESTE;2025-05-03 18:00:00;5663.631;265.56;15230.1;2.73299999;14664.999;6497.025
N;NORTE;2025-05-03 18:00:00;15476.49399999;855.509;42.56;14.208;8365.66599999;8023.105
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 18:00:00;61475.64;9141.948;15331.494;34.571;85693.71;289.94
SE;SUDESTE/CENTRO-OESTE;2025-05-03 18:00:00;33206.03;7319.645;3.5;17.63;47660.84;-7114.035
S;SUL;2025-05-03 18:00:00;7129.485;701.23399999;55.334;0.0;15002.20799999;-7116.155
NE;NORDESTE;2025-05-03 19:00:00;5735.263;266.67899999;15429.99599999;0.184;14389.376;7042.746
N;NORTE;2025-05-03 19:00:00;14642.834;851.448;0.101;0.0;8482.517;7011.866
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 19:00:00;59262.788;9181.562;15533.194;0.197;83660.81;316.93
SE;SUDESTE/CENTRO-OESTE;2025-05-03 19:00:00;32266.419;7361.52099999;4.0;0.013;46469.221;-6837.268
S;SUL;2025-05-03 19:00:00;6618.272;701.914;99.097;0.0;14319.692;-6900.409
NE;NORDESTE;2025-05-03 20:00:00;5810.75099999;263.206;16033.24699999;0.045;14240.82899999;7866.42
N;NORTE;2025-05-03 20:00:00;14343.575;859.268;0.101;0.0;8513.051;6689.893
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 20:00:00;55785.155;9161.094;16164.946;0.045;80799.19;312.05
SE;SUDESTE/CENTRO-OESTE;2025-05-03 20:00:00;31272.902;7308.682;4.0;0.0;44700.269;-6114.685
S;SUL;2025-05-03 20:00:00;4357.927;729.938;127.598;0.0;13345.045;-8129.582
NE;NORDESTE;2025-05-03 21:00:00;5505.137;265.07799999;16570.316;0.049;14289.142;8051.438
N;NORTE;2025-05-03 21:00:00;14013.256;887.627;0.101;0.0;8545.005;6355.979
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 21:00:00;52908.414;9116.215;16725.541;0.049;78611.03;139.18
SE;SUDESTE/CENTRO-OESTE;2025-05-03 21:00:00;30114.733;7238.144;4.0;0.0;43179.203;-5822.326
S;SUL;2025-05-03 21:00:00;3275.288;725.366;151.124;0.0;12597.684;-8445.906
NE;NORDESTE;2025-05-03 22:00:00;5070.77999999;263.896;17508.39799999;0.052;14204.77299999;8638.35299999
N;NORTE;2025-05-03 22:00:00;13078.547;892.58999999;0.101;0.0;8524.464;5446.774
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 22:00:00;48525.374;9053.274;17695.489;0.052;75273.19;1.0
SE;SUDESTE/CENTRO-OESTE;2025-05-03 22:00:00;28065.182;7169.486;4.0;0.0;40818.862;-5580.194
S;SUL;2025-05-03 22:00:00;2310.865;727.302;182.99;0.0;11725.091;-8503.934
NE;NORDESTE;2025-05-03 23:00:00;4052.584;261.616;17795.372;0.06;13955.141;8154.491
N;NORTE;2025-05-03 23:00:00;12539.516;898.478;0.101;0.0;8430.679;5007.416
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-03 23:00:00;45119.516;8744.229;18041.776;0.06;71905.58;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-03 23:00:00;26772.615;6886.43399999;4.0;0.0;38616.671;-4953.62199999
S;SUL;2025-05-03 23:00:00;1754.80099999;697.701;242.303;0.0;10903.09;-8208.285
NE;NORDESTE;2025-05-04 00:00:00;3515.627;262.019;17794.016;0.406;13577.148;7994.92
N;NORTE;2025-05-04 00:00:00;12810.323;895.423;44.129;0.0;8319.893;5429.982
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 00:00:00;42714.559;7673.463;18134.736;0.524;68523.28;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 00:00:00;24130.066;5825.263;3.001;0.118;36444.36099999;-6485.913
S;SUL;2025-05-04 00:00:00;2258.543;690.758;293.58999999;0.0;10181.88;-6938.989
NE;NORDESTE;2025-05-04 01:00:00;3257.338;260.998;17318.75299999;0.409;13200.59699999;7636.901
N;NORTE;2025-05-04 01:00:00;12740.857;893.946;139.031;0.0;8157.282;5616.552
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 01:00:00;40083.914;7571.658;17825.609;0.538;65481.72;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 01:00:00;21797.884;5706.963;3.0;0.129;34536.506;-7028.53
S;SUL;2025-05-04 01:00:00;2287.83499999;709.751;364.825;0.0;9587.33399999;-6224.923
NE;NORDESTE;2025-05-04 02:00:00;2880.478;265.16199999;17808.805;0.408;12936.952;8017.901
N;NORTE;2025-05-04 02:00:00;11039.803;877.51;150.114;0.0;7987.41;4080.017
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 02:00:00;37478.555;7637.461;18352.593;0.532;63469.14;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 02:00:00;21780.611;5758.578;3.0;0.124;33328.757;-5786.444
S;SUL;2025-05-04 02:00:00;1777.663;736.211;390.674;0.0;9216.022;-6311.474
NE;NORDESTE;2025-05-04 03:00:00;2853.294;262.75599999;17736.20699999;0.406;12736.62099999;8116.042
N;NORTE;2025-05-04 03:00:00;9975.563;833.141;137.927;0.0;7847.19099999;3099.44
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 03:00:00;36283.381;7582.991;18269.808;0.528;62136.71;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 03:00:00;21767.652;5767.547;3.0;0.122;32563.175;-5024.854
S;SUL;2025-05-04 03:00:00;1686.872;719.547;392.674;0.0;8989.721;-6190.628
NE;NORDESTE;2025-05-04 04:00:00;2874.328;260.914;17259.20199999;1.147;12527.61299999;7867.97799999
N;NORTE;2025-05-04 04:00:00;9521.408;829.19699999;148.249;0.0;7726.388;2772.466
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 04:00:00;35758.882;7632.899;17843.086;1.273;61236.14;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 04:00:00;21606.995;5766.707;3.0;0.126;32073.098;-4696.26999999
S;SUL;2025-05-04 04:00:00;1756.151;776.081;432.635;0.0;8909.041;-5944.174
NE;NORDESTE;2025-05-04 05:00:00;2708.163;260.192;16252.09699999;187.204;12072.623;7335.033
N;NORTE;2025-05-04 05:00:00;10077.985;814.28499999;152.369;10.537;7618.291;3436.885
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 05:00:00;36084.993;7646.063;16871.102;207.03;60809.19;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 05:00:00;21545.15999999;5770.105;3.0;9.28899999;32150.14799999;-4822.594
S;SUL;2025-05-04 05:00:00;1753.68499999;801.481;463.636;0.0;8968.126;-5949.324
NE;NORDESTE;2025-05-04 06:00:00;2544.15499999;260.172;14561.703;2312.32499999;11522.021;8156.334
N;NORTE;2025-05-04 06:00:00;8220.48;804.246;87.202;175.017;7316.52299999;1970.422
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 06:00:00;34066.623;7541.544;15075.154;3525.62;60208.94;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 06:00:00;21401.488;5736.17;3.0;983.594;32213.216;-4088.964
S;SUL;2025-05-04 06:00:00;1900.49999999;740.956;423.249;54.684;9157.181;-6037.792
NE;NORDESTE;2025-05-04 07:00:00;2135.227;261.122;11306.382;3762.652;11179.922;6285.46099999
N;NORTE;2025-05-04 07:00:00;7452.195;793.349;39.39;628.068;7101.02599999;1811.976
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 07:00:00;31967.163;7502.475;11759.461;9093.418;60322.52;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 07:00:00;20395.749;5744.593;3.0;4021.146;32551.96;-2387.47199999
S;SUL;2025-05-04 07:00:00;1983.99199999;703.411;410.689;681.552;9489.609;-5709.965
NE;NORDESTE;2025-05-04 08:00:00;2283.581;264.114;6991.91799999;4628.997;10775.209;3393.401
N;NORTE;2025-05-04 08:00:00;7623.262;788.84199999;21.16;1126.282;7056.80499999;2502.741
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 08:00:00;30813.857;7536.628;7375.458;14812.317;60538.26;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 08:00:00;19302.084;5747.969;3.0;7205.17099999;32963.10899999;-704.885
S;SUL;2025-05-04 08:00:00;1604.93;735.703;359.38;1851.867;9743.13699999;-5191.25699999
NE;NORDESTE;2025-05-04 09:00:00;2341.947;263.027;2453.775;4466.11499999;10508.79;-983.926
N;NORTE;2025-05-04 09:00:00;8557.556;801.24;3.235;1549.28;7132.204;3779.107
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 09:00:00;31880.29;7458.777;2711.919;18787.513;60838.5;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 09:00:00;19553.667;5698.405;3.0;9777.873;33540.258;1492.687
S;SUL;2025-05-04 09:00:00;1427.12;696.105;251.909;2994.245;9657.24699999;-4287.868
NE;NORDESTE;2025-05-04 10:00:00;2377.74099999;264.6;1162.61399999;4428.06;10566.163;-2333.148
N;NORTE;2025-05-04 10:00:00;8873.412;798.197;1.329;1863.288;7346.777;4189.44899999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 10:00:00;32283.283;7412.256;1207.079;20969.407;61872.03;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 10:00:00;19602.662;5649.677;3.0;10854.08499999;34270.918;1838.506
S;SUL;2025-05-04 10:00:00;1429.468;699.782;40.136;3823.974;9688.167;-3694.807
NE;NORDESTE;2025-05-04 11:00:00;2396.812;263.218;1197.933;4621.599;10778.503;-2298.94099999
N;NORTE;2025-05-04 11:00:00;9083.18999999;790.838;1.262;2015.164;7542.437;4348.017
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 11:00:00;32603.152;7443.238;1246.514;22628.146;63784.17;136.89
SE;SUDESTE/CENTRO-OESTE;2025-05-04 11:00:00;19692.95499999;5672.887;3.0;11740.50999999;35643.864;1465.48799999
S;SUL;2025-05-04 11:00:00;1430.195;716.295;44.319;4250.87299999;9819.361;-3377.679
NE;NORDESTE;2025-05-04 12:00:00;2419.246;267.738;1812.12899999;4593.36499999;10842.52799999;-1750.05
N;NORTE;2025-05-04 12:00:00;9016.86;788.887;1.533;2022.362;7645.19299999;4184.449
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 12:00:00;32170.82;7418.105;1865.676;22716.872;64031.52;139.96
SE;SUDESTE/CENTRO-OESTE;2025-05-04 12:00:00;19306.569;5666.43;3.0;11817.47699999;36038.115;755.361
S;SUL;2025-05-04 12:00:00;1428.145;695.05;49.014;4283.66799999;9505.681;-3049.804
NE;NORDESTE;2025-05-04 13:00:00;2376.99699999;262.112;2711.04099999;4279.63899999;10624.42799999;-994.63899999
N;NORTE;2025-05-04 13:00:00;8925.00299999;790.697;6.564;1818.348;7652.05299999;3888.559
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 13:00:00;31944.946;7381.102;2772.141;20848.065;62693.07;253.18
SE;SUDESTE/CENTRO-OESTE;2025-05-04 13:00:00;19215.624;5634.758;3.0;10845.86899999;35271.825;427.42599999
S;SUL;2025-05-04 13:00:00;1427.322;693.535;51.53599999;3904.209;9144.767;-3068.165
NE;NORDESTE;2025-05-04 14:00:00;2411.879;262.45299999;4458.625;4064.54399999;10714.99599999;482.505
N;NORTE;2025-05-04 14:00:00;9007.77199999;804.083;16.079;1471.88;7625.83999999;3673.974
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 14:00:00;32293.595;7461.697;4537.661;18432.705;62465.96;259.7
SE;SUDESTE/CENTRO-OESTE;2025-05-04 14:00:00;19449.442;5691.277;3.0;9723.467;35037.209;-170.023
S;SUL;2025-05-04 14:00:00;1424.502;703.884;59.957;3172.814;9087.912;-3726.755
NE;NORDESTE;2025-05-04 15:00:00;2515.33399999;264.188;5976.474;4147.052;11079.38499999;1823.663
N;NORTE;2025-05-04 15:00:00;10434.073;841.476;258.159;1070.731;7774.482;4829.957
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 15:00:00;34958.761;7853.866;6468.872;15311.155;64332.91;259.74
SE;SUDESTE/CENTRO-OESTE;2025-05-04 15:00:00;20337.968;6045.257;3.0;7947.387;35908.911;-1575.299
S;SUL;2025-05-04 15:00:00;1671.386;702.945;231.239;2145.985;9570.134;-4818.579
NE;NORDESTE;2025-05-04 16:00:00;3534.155;259.837;8990.36199999;2448.96299999;11716.28599999;3517.031
N;NORTE;2025-05-04 16:00:00;11708.505;861.46;329.926;584.96799999;7726.363;5758.496
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 16:00:00;40519.271;8534.87;9703.769;9450.964;67949.16;259.72
SE;SUDESTE/CENTRO-OESTE;2025-05-04 16:00:00;22925.55599999;6685.49;3.0;5446.44799999;37915.24499999;-2854.751
S;SUL;2025-05-04 16:00:00;2351.05499999;728.083;380.481;970.585;10591.26299999;-6161.059
NE;NORDESTE;2025-05-04 17:00:00;4899.71199999;260.926;11583.00499999;179.626;13018.32499999;3904.944
N;NORTE;2025-05-04 17:00:00;14121.128;860.541;230.747;185.071;7762.19399999;7635.293
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 17:00:00;52324.505;9060.097;12331.835;1298.634;74725.86;289.21
SE;SUDESTE/CENTRO-OESTE;2025-05-04 17:00:00;30136.93999999;7159.16099999;3.0;790.316;41722.06599999;-3632.64899999
S;SUL;2025-05-04 17:00:00;3166.725;779.46899999;515.083;143.621;12223.272;-7618.374
NE;NORDESTE;2025-05-04 18:00:00;5609.906;263.324;12826.33199999;2.281;14038.78599999;4663.057
N;NORTE;2025-05-04 18:00:00;15588.936;868.106;168.903;14.179;8168.66599999;8471.458
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 18:00:00;59675.971;9151.792;13686.758;37.973;82262.74;289.75
SE;SUDESTE/CENTRO-OESTE;2025-05-04 18:00:00;33442.90199999;7219.09199999;3.5;21.513;45696.04299999;-5009.03599999
S;SUL;2025-05-04 18:00:00;5034.227;801.27;688.023;0.0;14359.247;-7835.727
NE;NORDESTE;2025-05-04 19:00:00;5992.96299999;261.86399999;14011.232;0.661;14031.548;6235.172
N;NORTE;2025-05-04 19:00:00;15183.326;874.07099999;65.024;0.009;8333.186;7789.244
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 19:00:00;57457.394;9065.318;14906.273;1.426;81140.45;289.97
SE;SUDESTE/CENTRO-OESTE;2025-05-04 19:00:00;32864.467;7197.492;4.0;0.756;44906.657;-4839.942
S;SUL;2025-05-04 19:00:00;3416.638;731.891;826.017;0.0;13869.054;-8894.508
NE;NORDESTE;2025-05-04 20:00:00;6015.62199999;262.433;14647.72299999;0.421;14022.05899999;6904.14
N;NORTE;2025-05-04 20:00:00;14708.429;871.689;38.475;0.0;8427.159;7191.43399999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 20:00:00;55050.244;9009.286;15649.478;1.165;79484.27;225.91
SE;SUDESTE/CENTRO-OESTE;2025-05-04 20:00:00;31780.763;7129.2;4.0;0.744;43838.456;-4923.749
S;SUL;2025-05-04 20:00:00;2545.43;745.964;959.28;0.0;13196.593;-8945.919
NE;NORDESTE;2025-05-04 21:00:00;5887.33799999;263.546;14687.82299999;0.432;14210.265;6628.874
N;NORTE;2025-05-04 21:00:00;14763.365;872.049;4.74;0.0;8530.06799999;7110.086
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 21:00:00;53096.788;9011.725;15846.166;1.181;77955.86;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 21:00:00;30494.506;7129.77;4.0;0.749;42630.076;-5001.05099999
S;SUL;2025-05-04 21:00:00;1951.57899999;746.36;1149.603;0.0;12585.451;-8737.909
NE;NORDESTE;2025-05-04 22:00:00;5351.455;261.392;14667.441;0.421;14188.20799999;6092.501
N;NORTE;2025-05-04 22:00:00;14266.9;866.879;0.099;0.0;8608.811;6525.06699999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 22:00:00;50352.406;8946.269;15834.395;1.163;75134.23;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 22:00:00;28792.84;7078.62499999;4.0;0.742;40516.66799999;-4640.46099999
S;SUL;2025-05-04 22:00:00;1941.211;739.373;1162.855;0.0;11820.546;-7977.107
NE;NORDESTE;2025-05-04 23:00:00;4379.412;263.697;14765.085;0.39;13863.06299999;5545.521
N;NORTE;2025-05-04 23:00:00;13228.209;871.683;6.275;0.0;8516.801;5589.366
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-04 23:00:00;47582.783;8004.986;15859.915;1.132;71448.82;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-04 23:00:00;28033.837;6162.519;4.0;0.742;38074.37199999;-3873.27399999
S;SUL;2025-05-04 23:00:00;1941.325;707.087;1084.555;0.0;10994.58;-7261.613
NE;NORDESTE;2025-05-05 00:00:00;3769.684;261.428;14912.089;0.363;13445.492;5498.072
N;NORTE;2025-05-05 00:00:00;12232.24899999;836.238;3.72;0.0;8333.94799999;4738.259
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 00:00:00;45139.508;7031.748;15910.447;0.363;68082.07;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 00:00:00;27217.14299999;5231.75;3.001;0.0;35853.21999999;-3401.326
S;SUL;2025-05-05 00:00:00;1920.432;702.332;991.637;0.0;10449.40599999;-6835.005
NE;NORDESTE;2025-05-05 01:00:00;3535.081;261.855;14907.157;0.356;13149.678;5554.771
N;NORTE;2025-05-05 01:00:00;11324.025;827.664;0.0;0.0;8208.242;3943.447
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 01:00:00;42934.902;6861.949;15810.699;0.356;65607.91;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 01:00:00;26128.071;5071.45399999;3.0;0.0;34178.48799999;-2975.963
S;SUL;2025-05-05 01:00:00;1947.72499999;700.976;900.54199999;0.0;10071.498;-6522.255
NE;NORDESTE;2025-05-05 02:00:00;3420.72;261.064;15277.63799999;0.355;12911.62499999;6048.152
N;NORTE;2025-05-05 02:00:00;10565.582;810.675;0.0;0.0;7988.49599999;3387.761
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 02:00:00;41239.426;6917.064;16005.322;0.355;64162.17;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 02:00:00;25077.116;5125.081;3.0;0.0;33307.185;-3101.988
S;SUL;2025-05-05 02:00:00;2176.00799999;720.244;724.684;0.0;9954.861;-6333.925
NE;NORDESTE;2025-05-05 03:00:00;3366.01;267.533;15559.62499999;0.459;12691.79699999;6501.83
N;NORTE;2025-05-05 03:00:00;10161.251;838.679;0.0;0.0;7868.045;3131.885
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 03:00:00;40143.844;6913.127;16159.339;0.459;63216.77;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 03:00:00;24324.467;5090.084;3.0;0.0;32717.384;-3299.833
S;SUL;2025-05-05 03:00:00;2292.116;716.831;596.714;0.0;9939.543;-6333.882
NE;NORDESTE;2025-05-05 04:00:00;3363.428;263.519;15895.988;1.04;12588.184;6935.791
N;NORTE;2025-05-05 04:00:00;10064.65699999;877.259;0.0;0.0;7717.123;3224.79299999
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 04:00:00;40219.749;7033.771;16264.651;1.04;63519.21;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 04:00:00;24128.27199999;5127.437;3.0;0.0;33082.34199999;-3823.63299999
S;SUL;2025-05-05 04:00:00;2663.39199999;765.556;365.663;0.0;10131.562;-6336.951
NE;NORDESTE;2025-05-05 05:00:00;3226.396;261.73399999;15613.257;194.81799999;12401.532;6894.673
N;NORTE;2025-05-05 05:00:00;11857.711;888.09099999;4.295;8.49199999;7718.996;5039.593
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 05:00:00;43220.011;7204.971;15860.275;212.57;66497.83;0.0
SE;SUDESTE/CENTRO-OESTE;2025-05-05 05:00:00;24936.043;5264.122;3.0;9.26;35382.432;-5170.00699999
S;SUL;2025-05-05 05:00:00;3199.861;791.024;239.723;0.0;10994.867;-6764.259
NE;NORDESTE;2025-05-05 06:00:00;2883.294;258.298;14528.43899999;2992.45099999;12340.13299999;8322.349
N;NORTE;2025-05-05 06:00:00;11790.65199999;880.9;6.852;167.98599999;7433.212;5413.178
SIN;SISTEMA INTERLIGADO NACIONAL;2025-05-05 06:00:00;45401.504;7209.179;14676.707;4037.4;71188.68;136.11
SE;SUDESTE/CENTRO-OESTE;2025-05-05 06:00:00;25899.23699999;5275.726;3.0;826.11999999;38672.86099999;-6668.778
S;SUL;2025-05-05 06:00:00;4828.321;794.255;138.416;50.843;12742.475;-6930.64
